src,tgt,src_lang,tgt_lang,domain
the phone is good it &apos;s battery is awesome nice camera and it comes with a nice processor happy with this phone so far so good thanks flipkart for such a good service,"போன் நல்லா இருக்கு, இதோட பேட்டரி சூப்பர், நல்ல கேமரா, நல்ல பிராசஸர் கூட வருது. இந்த போன் கிடைச்சது சந்தோஷமா இருக்கு,இதுவரை எல்லாம் சிறப்பா  இருக்கு,இதுமாதிரியான சேவைக்காக  ஃபிளிப்கார்ட்க்கு நன்றி.",English,Tamil,E
the product is superb n thanks flipkart for its super fast delivery .,"இந்த தயாரிப்பு சூப்பர், அதிவேக டெலிவரிக்கு ஃபிளிப்கார்ட்டுக்கு நன்றி.",English,Tamil,E
i got it in 2 days,எனக்கு 2 நாட்களில் கிடைத்தது.,English,Tamil,E
it &apos;s an amazing phone,இது ஒரு அற்புதமான போன்,English,Tamil,E
super mobile 6 gb ram 64 gb storage + dedicated slot + dual volte,சூப்பர் மொபைல் 6 ஜிபி ரேம் 64 ஜிபி ஸ்டோரேஜ்  + பிரத்யேக ஸ்லாட் + இரட்டை வோல்ட்,English,Tamil,E
awesome phone at this price .,இந்த விலையில் அருமையான போன்.,English,Tamil,E
some bugs are there but what the phone offers is more than you can can ask at this price .,கொஞ்சம் பிரச்சனைகள் இருக்கு. ஆனால் இந்த விலையில் இந்த போன் கொடுப்பதை விட அதிகமாக எதிர்பார்க்க முடியாது.,English,Tamil,E
the device is defective that send to me,எனக்கு அனுப்பிய சாதனம் கோளாறு உள்ளது.,English,Tamil,E
do not buy this mobile .,இந்த மொபைலை வாங்காதே.,English,Tamil,E
"i am just using this mobile for one week , but facing lot of problems .","நான் இந்த மொபைலை ஒரு வாரமாகத்தான் பயன்படுத்துகிறேன், ஆனால் நிறைய பிரச்சனைகளை எதிர்கொள்கிறேன்.",English,Tamil,E
do become a victim for this mobile .,இந்த மொபைலுக்கு பலியாகிடுங்க.,English,Tamil,E
no replacement from flipkart for software related issues .,மென்பொருள் தொடர்பான பிரச்சனைகளுக்கு  பிளிப்கார்டில் மாற்றிக்கொள்ள மாட்டார்கள்,English,Tamil,E
the basic requirement of any mobile is communication .,எந்த ஒரு மொபைலுக்கும் அடிப்படைத் தேவை தகவல் தொடர்பு.,English,Tamil,E
this mobile has the problem even in that .,இந்த மொபைலில்  இதில்கூட பிரச்சனை இருக்கிறது.,English,Tamil,E
let me list the issues i see,எனக்கு தெரியும் பிரச்சனைகளைப் பட்டியலிடுகிறேன்.,English,Tamil,E
"1 ) my family members at times could not reach my mobile number , even though they try multiple time .","1) என் குடும்ப உறுப்பினர்கள் பலமுறை முயற்சித்தாலும், சில சமயங்களில் என் மொபைல் எண்ணைத் தொடர்பு கொள்ள முடியவில்லை.",English,Tamil,E
experiencing this issue after using this mobile .,இந்த மொபைலைப் பயன்படுத்திய பிறகு இந்தப் பிரச்சனையை எதிர்கொள்கிறேன்.,English,Tamil,E
display is very bad it &apos;s naturally damaged,டிஸ்பிலே மோசமா இருக்கு. இயல்பாகவே சேதமாகி இருக்கு.,English,Tamil,E
"many isaues such as flickering , multi touch issues .","ஃப்ளிக்கரிங், மல்டி டச் சிக்கல்கள் போன்ற பல சிக்கல்கள்.",English,Tamil,E
camera is pathetic. they did great marketing by youtube videos but believe me it is worst camera .,"கேமரா ரொம்பக் கேவலமா இருக்கு. யூடியூப் வீடியோகள்ல நல்ல மார்க்கெட்டிங் பண்ணாங்க, ஆனா நம்புங்க,அது மோசமான கேமரா.",English,Tamil,E
screen quality is pathetic .,ஸ்கிரீன் குவாலிட்டி ரொம்பக் கேவலமா இருக்கு.,English,Tamil,E
i purchased it after watching youtube tutorial about it &apos;s glass but it just breaks .,"இதோட கண்ணாடி பற்றிய யூடியூப் டுடோரியல் பார்த்து வாங்கினேன், ஆனா வாங்கினதும்  உடைஞ்சுறுது.",English,Tamil,E
in 4 month of use my phone falls twice from 2 feet height and both time display broken .,"4 மாத பயன்பாட்டில் என் போன் 2 அடி உயரத்திலிருந்து இரண்டு முறை கீழே விழுந்தது, இரண்டு முறையும் டிஸ்பிலே உடைந்தது.",English,Tamil,E
i am fed up with this quality .,இந்த தரத்தால் வெறுத்துவிட்டேன்,English,Tamil,E
first of all let me talk about its design,முதலில் அதன் வடிவமைப்பு பற்றிப் பேசுகிறேன்.,English,Tamil,E
metal body with rounded corners look is very good,வட்டமான மூலைகளுடன் கூடிய உலோக உடல் தோற்றம் மிகவும் நன்றாக இருக்கிறது.,English,Tamil,E
durable also and a b + design,நீடித்து உழைக்கக் கூடியது மற்றும் ab + வடிவமைப்பு கொண்டது.,English,Tamil,E
both cpu and gpu serves well with hd graphics for pubg,cpu மற்றும் gpu இரண்டும் pubg-க்கான HD கிராபிக்ஸுடன் சிறப்பாகச் செயல்படுகின்றன.,English,Tamil,E
battery : - 5000 mah with 10hours plus sot with moderate usage and mild gaming,"பேட்டரி:-5000 mah, 10 மணிநேரத்திற்கும் அதிகமான பேட்டரி ஆயுள், மிதமான பயன்பாடு மற்றும் லேசான கேமிங்.",English,Tamil,E
cameras : - worst 16 + 5 mp cameras but very worst in terms of performance portrait mode is also not automatic we need to adjust it manually that &apos;s a con,"கேமராக்கள்:-மோசமான 16 + 5 எம்பி கேமராக்கள் ஆனால் செயல்திறன் அடிப்படையில் மிகவும் மோசமானது. போர்ட்ரெய்ட் மோடு தானாக இயங்குவதில்லை,   அதை நாம் கைமுறையாக சரிசெய்ய வேண்டும், இதுவே ஒரு குறை தான்",English,Tamil,E
front camera is also not upto the mark,முன் கேமராவும் சொல்லிக்கொள்ளும் படி இல்லை.,English,Tamil,E
fantastic product from asus at competitive price in the market .,மார்க்கெட்டில் போட்டித்திறன் வாய்ந்த விலையில் கிடைக்கும் ஏசுஸ் ஒரு அற்புதமான தயாரிப்பு.,English,Tamil,E
not show up net speed,இணைய  வேகம் காண்பிக்கவில்லை,English,Tamil,E
not a smart key like screen shot and more,ஸ்கிரீன் ஷாட் போன்ற வசதிகளுடன்  ஸ்மார்ட் கீ  இல்லை. இன்னும் பல வசதிகள் இல்லை,English,Tamil,E
best buy till now .,இதுவரை வாங்கியதில் சிறந்தது.,English,Tamil,E
performance is awesome. pricing is very much accessible .,செயல்திறன் அருமை. விலை மிகவும் அணுகக்கூடியது.,English,Tamil,E
most idiotic phone ever. absolute rubbish. hangs every time .,மிகவும் முட்டாள்தனமான போன். முழுமையான குப்பை. எப்போதும் ஹோங் ஆகிறது.,English,Tamil,E
recently problem with screen it freezes and to open i have to restart the phone .,"சமீபத்தில் திரையில் பிரச்சினை ஏற்பட்டுள்ளது; அது ஃப்ரீஸ் ஆகிறது, திறக்க மீண்டும் தொடங்க வேண்டும்.",English,Tamil,E
all my data contacts gone. cause hanging issue was so much that i had to factory reset the phone the problem still persists .,"என்னுடைய எல்லா டேட்டா காண்டாக்ட்களும் போய்விட்டன. ஹேங் பிரச்சனை அதிகமாக இருந்ததால் போனை ஃபேக்டரி ரீசெட் செய்ய வேண்டியிருந்தது, இன்னும் பிரச்சனை நீடிக்கிறது.",English,Tamil,E
i am not a heavy gamer. hardly installed a few useful apps like flipkart. paytm uber. user interface and screen touch is very poor .,"நான் அவ்வளவு பெரிய கேமர் இல்ல. ஃபிளிப்கார்ட். பேடிஎம் உபர் போன்ற சில பயனுள்ள ஆப்ஸ்களை நிறுவவே இல்லை. யூசர் இன்டர்ஃபேஸ், ஸ்க்ரீன் டச் ரொம்ப மோசம்.",English,Tamil,E
i want my money back from asus company .,எனக்கு ஆசஸ் நிறுவனத்திடமிருந்து பணம் திரும்ப வேண்டும்.,English,Tamil,E
finger print scanner is very bad .,விரல் அச்சு ஸ்கேனர் மிகவும் மோசமாக உள்ளது.,English,Tamil,E
display brokened in simple fall,எளிய வீழ்ச்சியில் திரை உடைந்துவிட்டது.,English,Tamil,E
extremely high end phone for professional .,தொழில்முறை பயனர்களுக்கான மிகவும் உயர்ந்த ரக போன்,English,Tamil,E
"bought three months ago , no hanging , not at all slow , camera one of the best rocking camera , no one can bet this phone ever in this price range .","மூன்று மாதங்களுக்கு முன்பு வாங்கினேன்,ஹாங் ஆகவில்லை, மெதுவாகவே இல்லை, கேமரா சிறந்த ராக்கிங் கேமராக்களில் ஒன்று, இந்த விலை வரம்பில் இந்த போனை யாராலும் பந்தயம் கட்ட முடியாது.",English,Tamil,E
it &apos;s a mother of all phones .,இது எல்லா தொலைபேசிகளுக்கும் தாய்.,English,Tamil,E
"best ever 6gb phone phone , smooth performance , excellent performance , it &apos;s amazing .","இதுவரை இல்லாத சிறந்த 6ஜிபி போன், மென்மையான செயல்பாடு, அற்புதமான  செயல்திறன், இது நன்றாக உள்ளது",English,Tamil,E
go for this phone .,இந்த போனை வாங்கு.,English,Tamil,E
lot of bugs and software issues .,நிறைய பிழைகள் மற்றும் சாப்ட்வேர்  சிக்கல்கள்.,English,Tamil,E
"camera performance poor , no galley , no scanner , no call recording , no return and refund , battery performance much better , when we are using redmi phone we can &apos;t accept this one , sound problems also , some time no ring","கேமரா செயல்திறன் மோசம், கேலரி இல்லை, ஸ்கேனர் இல்லை, அழைப்பு பதிவு இல்லை, திருப்பி அளிக்கவும் திரும்பப் பெறவும் முடியாது. பேட்டரி செயல்திறன் நல்லது. ரெட்மி போன் பயன்படுத்திய பிறகு இதை ஏற்க முடியாது. ஒலி பிரச்சினைகளும் உள்ளன, சில நேரங்களில் ரிங் கூட வராது.",English,Tamil,E
"mobile is nice , camera quality is average , battery is awesome , screen quality is good , but some times finger print is not working { lagging } , giving review after 5 months. hope this review useful to all","மொபைல் நன்றாக உள்ளது, கேமரா தரம் சராசரி, பேட்டரி மிக சிறப்பு, திரை தரம் நல்லது. ஆனால் சில நேரங்களில் கைரேகை சென்சார் வேலை செய்யாது (லாக் ஆகிறது). 5 மாதங்கள் பயன்படுத்திய பிறகு தரும் விமர்சனம். இந்த விமர்சனம் அனைவருக்கும் பயனுள்ளதாக இருக்கும் என்று நம்புகிறேன்.",English,Tamil,E
i am very happy with its very nice allrounder performance,இதன் மிகச்சிறந்த அனைத்திலும் சிறந்த செயல்திறனால் நான் மிகவும் மகிழ்ச்சி அடைகிறேன்!,English,Tamil,E
"at the time of writing , all is good .","எழுதும் போது, எல்லாம் நல்ல தான் இருக்கு .",English,Tamil,E
battery backup is nice but overall performance is very bad. dont buy it in this price,பேட்டரி பேக்கப் நல்லா இருந்தாலும்  ஒட்டுமொத்த செயல்திறன் ரொம்ப மோசம். இந்த விலையில வாங்காதீங்க.,English,Tamil,E
good for gaming and many purposes,கேமிங் மற்றும் பல வகையான பயன்பாடுகளுக்கு நல்லது.,English,Tamil,E
they gave me trashy phone and didn &apos;t change my piece tell me to go to service centre .,"அவங்க எனக்கு ஒரு குப்பை போனை கொடுத்துட்டு, என் காசை மாத்தல, சர்வீஸ் சென்டருக்கு போகச் சொன்னாங்க.",English,Tamil,E
why should i go to service center and why can &apos;t you give me a good piece ?,"நான் ஏன் சர்வீஸ் சென்டருக்குப் போகணும், ஏன் நீங்க எனக்கு ஒரு நல்ல போன்  கொடுக்கக் கூடாது?",English,Tamil,E
worst service ever total fraud .,இதுவரை இல்லாத மோசமான சேவை மொத்த மோசடி.,English,Tamil,E
it &apos;s hang many time even it has 6 gb ram .,6 ஜிபி ரேம் இருந்தாலும் இது பல முறை ஹேங் ஆகும்.,English,Tamil,E
this is my 2nd asus smartphone within 3 years .,இது 3 வருடங்களுக்குள் என்னுடைய இரண்டாவது ஆசஸ் ஸ்மார்ட்போன்.,English,Tamil,E
"prior to this , i have used asus zenfone 2 laser which is also functional presently .","இதற்கு முன்பு, நான் ஆசஸ் ஜென்ஃபோன் 2 லேசரைப் பயன்படுத்தினேன், அது இன்னும் வேலை செய்கிறதே.",English,Tamil,E
gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"""இந்தியா கா ஸ்மார்ட்போன்"" என்று சொல்லும் ஸ்மார்ட்போன் தயாரிப்பாளரின் காலம் போய்விட்டது.",English,Tamil,E
now asus is the leader in this segment and above on the basis of my experience .,"என் அனுபவம் போல சொல்லணும்னா, இப்போ இந்த செக்மெண்ட்ல ஆசுஸ் தான் தலைவரா இருக்குது!",English,Tamil,E
"the phone is sturdy , macho and robust .","இந்த போன் ரொம்ப கட்டுமானம் கொண்டது,  தடிமனாக இருக்கு மற்றும் உறுதியானது",English,Tamil,E
battery back-up is excellent .,பேட்டரி பேக்கப் செம்மையாக இருக்கு,English,Tamil,E
the phone is packed with 5000mah battery which proves its prowess .,"இந்த போன்  5000mah பேட்டரியால் நிரம்பியுள்ளது, அதுவே இதன் திறமையை நிரூபிக்கிறது.",English,Tamil,E
it has dual volte by which one can use two jio sims &apos; .,இதுல  இரட்டை வோல்ட் இடுக்கு அதனால இரண்டு ஜியோ சிம் ஒருத்தரே யூஸ் பண்ணலாம்,English,Tamil,E
first of all thank you flipkart for fast delivery service .,முதலில் விரைவான டெலிவரி சேவைக்கு பிளிப்கார்ட்டுக்கு நன்றி.,English,Tamil,E
"camera is awsome specially in low light , sun light .","கேமரா செம்மையாக இருக்கு, ஸ்பெஷலா குறைந்த ஒளியிலும், வெயிலிலும்",English,Tamil,E
although auto focus is overall good too .,ஆட்டோ ஃபோகஸ் ஒட்டுமொத்தமா நல்லா  இருந்தாலும்.,English,Tamil,E
battery management could be better doesn &apos;t affect in normal use but drains a bit faster while playing heavy games like pubg .,பேட்டரி மேனேஜ்மென்ட்  சிறப்பா இருக்கலாம். சாதாரண பயன்பாட்டில் அது பாதிப்பை ஏற்படுத்தாது. ஆனால் pubg போன்ற கனமான கேம்களை விளையாடும்போது பேட்டரி சார்ஜ் சற்று வேகமாகக் குறைந்துவிடும்.,English,Tamil,E
"processor sd636 works good , no heating issues found till now even pubg runs smoothly .","sd636 செயலி நன்றாக வேலை செய்கிறது, இதுவரை போன் சூடாகும்  பிரச்சினைகள் எதுவும் காணப்படவில்லை, pubg கூட சீராக இயங்குகிறது.",English,Tamil,E
review after using 12 days .,12 நாள் யூஸ் பண்ணி பிறகு தர்ற ரிவியூ.,English,Tamil,E
not full size display in youtube .,யூடியூப்பில் முழு அளவு காட்சி இல்லை.,English,Tamil,E
but it is awesome,ஆனா அது அருமையா இருக்கு.,English,Tamil,E
value for money 5,பணத்திற்கு ஏற்ற மதிப்பு 5,English,Tamil,E
i love this mobile .,எனக்கு இந்த மொபைல் ரொம்ப பிடிக்கும்.,English,Tamil,E
best gaming phone under 15k,"15,000க்குள் கிடைக்கும்  சிறந்த கேமிங் போன்",English,Tamil,E
waste product no one purchase that kind of mobiles in any asus product,"வேஸ்ட் பொருள், அப்படிப்பட்ட மொபைல்ஸை யாரும் வாங்க வேண்டாம்,ஆசுஸ்  பிராடக்ட்ஸ்லயும்",English,Tamil,E
best mobiles in rs 12999,"ரூ.12,999 விலையில் கிடைக்கும் சிறந்த மொபைல்கள்",English,Tamil,E
when calling often hang .,அடிக்கடி அழைக்கும்போது நின்றுவிடும்(ஹாங்),English,Tamil,E
some time hang some function .,கொஞ்ச நேரம் ஏதாவது ஃபங்ஷன்  நின்றுவிடும் (ஹாங் ஆகி விடும்),English,Tamil,E
all things are excellent except camera .,கேமராவைத் தவிர மற்ற அனைத்தும் சிறப்பாக உள்ளது.,English,Tamil,E
long battery life and 6gb ram is best pro for it .,நீண்ட பேட்டரி ஆயுள் மற்றும் 6 ஜிபி ரேம் இதற்கு சிறந்த ப்ரோ ஆகும்.,English,Tamil,E
only thing that i am not able to cast my phone .,"ஒரே பிரச்சனை என்னனா, நான் என் போனைக் காஸ்ட் செய்ய முடியல.",English,Tamil,E
there is some issue with screen mirroring .,ஸ்கிரீன் மிர்ரோரிங் செய்ய பிரச்சனை இருக்கிறது.,English,Tamil,E
please fix this issue to get more rating for the phone .,"இந்த பிரச்சனையை சரி செய்தா, போனுக்கு இன்னும் அதிக ரேட்டிங் கிடைக்கும்.",English,Tamil,E
overall phone is working fine till now .,"ஒட்டுமொத்தமாக, போன்  இப்போ நல்லா வேலை செய்யுது",English,Tamil,E
nice product thank you asus and nice delivery time to time,"நல்ல தயாரிப்பு, நன்றி அசுஸ் டெலிவரி நேரத்துக்கு நேரம் சரியாக வந்தது.",English,Tamil,E
"after using this product , i become die-hard fan of asus .","இந்த தயாரிப்பைப் பயன்படுத்திய பிறகு, நான் ஆசஸின் தீவிர ரசிகனாகிவிட்டேன்.",English,Tamil,E
it &apos;s so amazing smartphone at so reasonable price .,"ரொம்ப அற்புதமான ஸ்மார்ட்போன், அதுவும் மிகச் செம்மையான விலையில்",English,Tamil,E
loved everything of it .,இதில  எல்லாமே ரொம்ப பிடிச்சிருக்கு,English,Tamil,E
"actually , in fact , after buying it i become so addictive to it , spent hours .","நிஜமாகவே, இது வாங்கினதுக்கு பிறகு அதுக்கே அடிமையாயிட்டேன், மணி கணக்குல யூஸ் பண்றேன்",English,Tamil,E
"ya , i know never to get addict to something but this is so marvelous .","ஆமா, எதற்கும் அடிமையாக மாட்டேன்னு எனக்குத் தெரியும், ஆனா இது ரொம்ப அற்புதம்.",English,Tamil,E
keep it up asus !,தொடருங்கள் ஆசஸ்!,English,Tamil,E
thanks for coming in my life .,என் வாழ்வில் வந்ததற்கு நன்றி.,English,Tamil,E
for this price its performance really awesome this is my first time comment after purchasing of several mobiles,இந்த விலைக்கு இதன் செயல்திறன் மிகவும் அருமை. பல மொபைல்களை வாங்கிய பிறகு இதுதான் எனது முதல் கருத்து.,English,Tamil,E
best mobile it &apos;s really good,சிறந்த மொபைல் இது & மிகவும் நல்லது.,English,Tamil,E
best and good performance and compare to all prices mobiles this is the best .,சிறந்த மற்றும் நல்ல செயல்திறன்! எல்லா விலை ரேஞ்ச் மொபைல்ஸோட ஒப்பிட்டு பார்த்தால்  இது தான் பெஸ்ட்!,English,Tamil,E
"it mainly good on speed , gaming , accessibility , easy to access , better battery , good processor , . etc are best in this mobile so make chance to buy this one","இது முக்கியமாக வேகம், கேமிங், அணுகல், அணுக எளிதானது, சிறந்த பேட்டரி, நல்ல செயலி போன்றவை இந்த மொபைலில் சிறந்தவை, எனவே இதை வாங்க ஒரு வாய்ப்பைப் பெறுங்கள்.",English,Tamil,E
best smartphone in the 15k segment .,"15,000 பிரிவில் சிறந்த ஸ்மார்ட்போன்.",English,Tamil,E
# error !,# பிழை!,English,Tamil,E
# error !,# பிழை!,English,Tamil,E
# error !,# பிழை!,English,Tamil,E
# error !,# பிழை!,English,Tamil,E
# error !,# பிழை!,English,Tamil,E
for a smartphone in 15k range it stands quite good with other competitors .,"15,000 வரம்பில் உள்ள ஸ்மார்ட்போனுக்கு, இது மற்ற போட்டியாளர்களுடன் ஒப்பிடும்போது மிகவும் சிறப்பாக உள்ளது.",English,Tamil,E
i personally liked the smartphone very much .,எனக்கு தனிப்பட்ட முறையில் ஸ்மார்ட்போன் மிகவும் பிடித்திருந்தது.,English,Tamil,E
"nice ram management , i bought this product 12k , valu for mony","நல்ல ரேம் மேலாண்மை, நான் இந்த மொபைலை 12 ஆயிரம் ரூபாய்க்கு வாங்கினேன்,பணத்திற்கேற்ற மதிப்பு தான்.",English,Tamil,E
very bad camera clarity .,கேமரா தெளிவு ரொம்ப மோசமா இருக்கு,English,Tamil,E
valuable product below 15000,15000 க்கு கீழே விலை கொண்ட மதிப்பு மிக்க பொருள்.,English,Tamil,E
surprisingly amazed by the quality and first class performance .,தரம் மற்றும் முதல் தர செயல்திறன் ஆச்சரியமாக வியக்க வைக்கிறது.,English,Tamil,E
thanks to flipkart and asus for making such a good gadget affordable .,இவ்வளவு நல்ல கேஜெட்டை மலிவு விலையில் வழங்கியதற்காக ஃபிளிப்கார்ட் மற்றும் ஆசஸுக்கு நன்றி.,English,Tamil,E
"no complaints till date , i am a happy customer .","இன்றுவரை எந்த புகாரும் இல்லை, நான் ஒரு மகிழ்ச்சியான வாடிக்கையாளர்.",English,Tamil,E
awesome mobile at this price .,இந்த விலையில் அருமையான மொபைல்.,English,Tamil,E
one of its amazing feature which is not present in any mobile is it &apos;s connectivity with external hard disk .,"வெளிப்புற ஹார்டு டிஸ்க்குடன் இதன் இணைப்பு இருப்பது,எந்த மொபைலிலும் இல்லாத அற்புதமான அம்சங்களில் ஒன்று,",English,Tamil,E
it supports 1 tb hard disk just like laptop .,இது மடிக்கணினியைப் போலவே 1 tb ஹார்ட் டிஸ்க்கையும் ஆதரிக்கிறது.,English,Tamil,E
mobile is unable to connect to the wifi .,மொபைலை வைஃபை உடன் இணைக்க முடியவில்லை.,English,Tamil,E
looks like its an defect piece .,இது ஒரு குறைபாடுள்ள பொருள்  போல் தெரிகிறது.,English,Tamil,E
best battery in this budget lasts almost two days,இந்த பட்ஜெட்டில் சிறந்த பேட்டரி கிட்டத்தட்ட இரண்டு நாட்கள் நீடிக்கும்,English,Tamil,E
awesome camera both rear and selfie,பின்புறம் மற்றும் செல்ஃபி இரண்டிலும் அற்புதமான கேமரா.,English,Tamil,E
camera app not much user friendly,கேமரா பயன்பாடு அவ்வளவு எளிதானது இல்லை.,English,Tamil,E
best buy in this price range .,இந்த விலையில வாங்க இது சிறந்தது,English,Tamil,E
"okayish camera quality , memory expandability and battery life !","போதுமான கேமரா தரம், மெமரியை விரிவாக்கும் வசதி, மற்றும் நல்ல பேட்டரி ஆயுள்!",English,Tamil,E
i am using the phone since november .,நான் நவம்பர் மாதத்திலிருந்து மொபைலை  பயன்படுத்துகிறேன்.,English,Tamil,E
its an excellent phone and suits all my requirements .,"இது ஒரு சிறந்த போன், என்னுடைய எல்லா தேவைகளையும் பூர்த்தி செய்கிறது.",English,Tamil,E
after using for 3 months,3 மாதங்கள் பயன்படுத்திய பிறகு,English,Tamil,E
pros : the camera biggest plus is its battery .,நன்மை: கேமராவின் மிகப்பெரிய பிளஸ் அதன் பேட்டரி.,English,Tamil,E
way better than xiomi .,சியோமியை விட மிகச் சிறந்தது.,English,Tamil,E
screen display and touch are good .,திரை காட்சி மற்றும் தொடுதல் நன்றாக உள்ளது.,English,Tamil,E
sound quality and build is good .,ஒலி தரம் மற்றும் கட்டமைப்பு நன்றாக உள்ளது.,English,Tamil,E
fits well in hand,கையில் நன்றாகப் பொருந்துகிறது,English,Tamil,E
cons : selfie camera is not that great .,பாதகம்: செல்ஃபி கேமரா அவ்வளவு சிறப்பாக இல்லை.,English,Tamil,E
camera app like b12 can be downloaded to take good custom selife .,"B12 மாதிரி கேமரா அப்ப்ளிகேஷனை டவுன்லோடு செய்து, நல்ல செல்ஃபி எடுக்கலாம்.",English,Tamil,E
gallery : no pre installed gallery .,கேலரி: முன்பே நிறுவப்பட்ட கேலரி இல்லை.,English,Tamil,E
no text editing options in pics .,படங்களில் டெக்ஸ்ட்  திருத்தும் விருப்பங்கள் இல்லை.,English,Tamil,E
again download any gallery app of your preference,மீண்டும் உங்களுக்கு விருப்பமான எந்த கேலரி செயலியையும் பதிவிறக்கவும்.,English,Tamil,E
call record and conference : call recording option not there .,கால் ரெக்கார்டிங் மற்றும் கான்ஃபரன்ஸ்: கால் ரெக்கார்டிங் ஆப்ஷன் கிடையாது.,English,Tamil,E
