src,tgt,src_lang,tgt_lang,domain
firstly i should be thankful to ekart logistics to deliver my zenfone max pro m1 within 24hours .,सबसे पहले तो मुझे ईकार्ट लॉजिस्टिक वालों को धन्यवाद देना है 24 घंटे के अंदर ही अंदर मेरे ज़ेनफोन मैक्स प्रो m1 को डिलीवर करने के लिए।,English,Hindi,E
yesterday 12 : 00pm i ordered asus zenfone max pro m1 and today 12 : 30pm it was in my hand .,कल दोपहर 12:00 बजे मैंने ASUS ज़ेनफ़ोन मैक्स प्रो m1 का ऑर्डर दिया था और आज दोपहर 12:30 बजे यह मेरे हाथ में था।,English,Hindi,E
there is no gorilla glass in zenfone but after all it is really unbeatable .,ज़ेनफ़ोन में तो कोई गोरिल्ला ग्लास भी नहीं है लेकिन सच में आखिरकार इसके जैसा दूसरा नहीं है।,English,Hindi,E
first time i brought asus product ( zenfone m1 6gb ) phone it 's really awesome to use this device .,मैंने पहली बार ही ASUS प्रोडक्ट (ज़ेनफोन m1 6जीबी) फोन खरीदा है और इसे यूज़ करने में सच में मजा आ गया।,English,Hindi,E
it is extremely powerful sd processor and battery is very useful in every condition .,यह एक बहुत ही जबरदस्त sd प्रोसेसर है और बैटरी हर हालत में बहुत ही फायदे वाली है।,English,Hindi,E
good job asus team .,बहुत बढ़िया !! ASUS टीम।,English,Hindi,E
best phone under 20k i think,मेरे हिसाब से 20 हजार से कम में सबसे अच्छा फोन,English,Hindi,E
first of all thank you flipkart for fast delivery,सबसे पहले जल्दी डिलीवरी के लिए धन्यवाद फ़्लिपकार्ट,English,Hindi,E
dual camera is awesome,डुअल कैमरा तो गजब का है,English,Hindi,E
good battery back up,बैटरी बैकअप अच्छा है,English,Hindi,E
very fast with 6gb ram,6 जीबी रैम के कारण बहुत ही जल्दी,English,Hindi,E
last of all just go for it if you wanna buy a budget phone,यदि आप एक बजट फोन खरीदना चाहते हैं तो बस इसे खरीद लीजिए,English,Hindi,E
very good phone without any doubts .,"बिना किसी शक के, बहुत ही अच्छा फोन।",English,Hindi,E
camera is good but night photography is ok,कैमरा अच्छा है लेकिन रात में फोटोग्राफी बस ठीक ठीक है।,English,Hindi,E
call clarity is very good,कॉल क्लेरिटी बहुत बढ़िया है,English,Hindi,E
iam using iphone 7 plus but my zen beats all,मेरे पास आईफोन 7 प्लस है लेकिन मेरा ज़ेन सब पर भारी है,English,Hindi,E
the best mobile phone for rs15000 .,15000 रू में सबसे अच्छा मोबाइल फोन।,English,Hindi,E
thanks to flipkart executive who came twice and delivered before time .,फ्लिपकार्ट एग्ज़िक्यूटिव को बहुत बहुत धन्यवाद जोकि दो बार आए और समय से पहले डिलीवर कर दिया।,English,Hindi,E
1st of all asus and flipkart well done,"सबसे पहले ASUS और फ़्लिपकार्ट को, बहुत बढ़िया",English,Hindi,E
camera is also good bt after few updates,कुछ अपडेट्स करने के बाद कैमरा भी अच्छा है,English,Hindi,E
"grey looks better , guyz if ur confused between both clous , dont be , grey is better then black","ग्रे बहुत अच्छा दिख रहा है, दोस्तों यदि आप दोनों क्लॉज़ों के बीच समझ नहीं पा रहे हो, तो परेशान मत हो, ग्रे काले से बढ़िया है",English,Hindi,E
over all product is too much good,सब कुछ मिलाकर प्रोडक्ट बहुत ही बढ़िया है।,English,Hindi,E
"wonderful phone , 200 % value for money","गजब का फोन, 200% पैसा वसूल",English,Hindi,E
what else one can expect in 15k ?,15 हजार में और क्या चाहते हो?,English,Hindi,E
"the beast , in real manner. go for it .","सच में गजब का है, ले लो बस इसे।",English,Hindi,E
really unbeatable mobile in this category. sabka baap asus zenfone max pro. amazing,"इस कैटेगरी में तो सच में कमाल का मोबाइल। सबका बाप असस ज़ेनफ़ोन मैक्स प्रो, कमाल का है",English,Hindi,E
this is one of the best phone under this price segment .,इतने पैसों में तो सबसे अच्छे फोनों में से एक है यह।,English,Hindi,E
"under 15k you are getting very nice display , 5000 mah battery , triple sim slots , 6gb ram snapdragon 636 .","15 हजार से कम पैसों में आपको बहुत अच्छा डिस्प्ले, 5000 एमएएच की बैटरी, ट्रिपल सिम स्लॉट्स, 6 जीबी रैम स्नैपड्रैगन 636 मिल रहा है।",English,Hindi,E
camera is also good but need some improvement which can be fixed via ota update so dont worry .,"कैमरा भी अच्छा है लेकिन कुछ सुधार हो सकता है जिसे ओटा अपडेट से ठीक किया जा सकता है, इसलिए चिंता न करो।",English,Hindi,E
no company will give you this type of extraordinary specs under 15000rs .,कोई भी कंपनी आपको 15000 रुपये से कम में इस प्रकार के विशेष स्पैक्स नहीं देगी।,English,Hindi,E
"phone display , performance and battery backup is beyond your expectations .","फोन डिस्प्ले, परफॉर्मेंस और बैटरी बैकअप सभी आपकी उम्मीदों से ज्यादा ही हैं।",English,Hindi,E
camera is also fine .,कैमरा भी ठीक है।,English,Hindi,E
close your eyes and buy it .,आँख मूंद कर इसे खरीद लो।,English,Hindi,E
you will not get regret .,आप पछताओगे नहीं।,English,Hindi,E
worry free go for it .,"चिंता ना करो, इसे ले लो बस।",English,Hindi,E
6 gb ram 64 rom,6 जीबी रैम 64 रोम,English,Hindi,E
16 mp front cam .,16 एमपी फ्रंट कैमरा।,English,Hindi,E
in this price range .,पैसे की इस रेंज में।,English,Hindi,E
got in first sale .,पहली सेल में ही मिल गया मुझे तो।,English,Hindi,E
"at first place , i was convinced of not to buy rn5p as the price shot up after its initial sale and it was just an artificial raise because of its demand and not worth of it .","पहले तो, मुझे यकीन हो गया था कि मैं rn5p नहीं खरीदूँगा क्योंकि इसकी पहली बिक्री के बाद कीमत बढ़ गई थी और इसकी मांग के कारण यह केवल बनावटी थी और उतना तो लायक भी नहीं।",English,Hindi,E
"at the time i was waiting for a mobile in this price range , then came was this beast .","उस समय जब मैं इतने पैसों में एक मोबाइल का इंतजार कर रहा था, तभी यह कमाल का आया।",English,Hindi,E
let me not go into the review of specifications as many had hit the right chords .,"स्पेसिफिकैशन्स के बारे में कुछ नहीं कहना मुझे, क्योंकि कईयों ने पहले ही तार छेड़ दिए हैं।",English,Hindi,E
if you are looking for a quality mobile which values your every penny then close your eyes and go grab one at once .,"यदि आप किसी अच्छे मोबाइल की तलाश में हैं जो आपकी पाई पाई वसूल करे, तो बस अपनी आंखें मूंदकर तुरंत एक फोन ले लो।",English,Hindi,E
phone is just awesome .,फोन तो बस कमाल का है।,English,Hindi,E
camera is good batter backup is just amazing i charged it 100 % at 11am and next day its 12 : 13pm still battery is 40 % .,"कैमरा अच्छा है, बैटर बैकअप तो बस कमाल का है, मैंने इसे सुबह 11 बजे 100% चार्ज कर लिया था और अगले दिन दोपहर के 12:13 बज रहे हैं और बैटरी अभी भी 40% है।",English,Hindi,E
"camera is also good but after updating system update , pic have lot of noice. look is just awesome and superlight weigh compare to mi note 5 pro. and it is way way better than note","कैमरा भी अच्छा है लेकिन सिस्टम अपडेट करने के बाद ही, पिक में बहुत शोर है। mi note 5 pro की तुलना में लुक तो बस बहुत बढ़िया और वजन में तो बहुत ही हल्का है। और नोट से तो यह बहुत ही बेहतर है।",English,Hindi,E
battery backup is good .,बैटरी बैकअप अच्छा है।,English,Hindi,E
face unlock is satisfactory,फेस अनलॉक मस्त है,English,Hindi,E
great hardware let down by awful buggy software implementation .,बेहतरीन हार्डवेयर को एक बेकार बग्गी सॉफ्टवेयर इम्प्लिमेंटेशन द्वारा खराब कर दिया।,English,Hindi,E
only saving grace is the awesome developer support on xda which ensures you don 't depend on asus for the right software .,xda पर केवल सेविंग ग्रेस ही बहुत बढ़िया डेवलपर सपोर्ट है जिससे आपको यह तसल्ली मिलती है कि सही सॉफ्टवेयर के लिए आप ASUS पर निर्भर नहीं हैं।,English,Hindi,E
go for it only if you are the adventures type and ready to flash custom roms to unlock the full potential .,"यदि आप एडवेंचर प्रेमी हो और पूरी क्षमता को खोलने के लिए कस्टम रोम्स को फ्लैश करने के लिए तैयार हो, तो इसे ले लो।",English,Hindi,E
amazing product in affordable price .,किफायती दाम में कमाल का प्रोडक्ट।,English,Hindi,E
i loved the battery life as it 's been working smoothly since last 3 days .,मुझे तो बैटरी लाइफ अच्छी लगी क्योंकि यह पिछले 3 दिनों से बढ़िया चल रही है।,English,Hindi,E
thanks for on time delivery .,समय पर डिलीवरी करने के लिए धन्यवाद।,English,Hindi,E
non asus users try to give a sort .,"non-ASUS यूज़र्स, खरीदने का सोच लो भई।",English,Hindi,E
this phone is almost perfect .,यह फोन करीब करीब एकदम सही है।,English,Hindi,E
looks great in the grey color .,ग्रे कलर में तो बहुत ही सुंदर लगता है।,English,Hindi,E
performance is also awesome .,परफॉर्मेंस भी गजब की है।,English,Hindi,E
battery life is insane .,कमाल की बैटरी लाइफ है।,English,Hindi,E
cameras are also very good .,कैमरे भी बहुत बढ़िया हैं।,English,Hindi,E
only the camera app needs to be improved .,बस कैमरा ऐप को ठीक करने की जरुरत है।,English,Hindi,E
"there are lot of bugs in the phone , like the wifi looses connection automatically and camera app crashes .","फोन में बहुत सारे बग हैं, जैसे कि वाई-फाई कनेक्शन अपने आप ही बंद हो जाता है और कैमरा एप क्रैश हो जाता है।",English,Hindi,E
asus has been pushing updates and one thing gets a little better but then there is some other new bug .,"ASUS अपडेट्स को आगे बढ़ा रहा है, एक चीज कहीं थोड़ी बेहतर होती नजर आती है लोकिन फिर एक और नई खराबी दिखाई देती है।",English,Hindi,E
asus need to improve camera of the mobile,ASUS को मोबाइल के कैमरे में सुधार करने की आवश्यकता है।,English,Hindi,E
"excellent phone considering its price.i always prefer asus over mi.pros- battery , display , lag free performance , stock android cons- camera performance in low light conditions especially front cam , lack of any gorilla glass .","इसकी कीमत को देखते हुए यह एक बहुत अच्छा फोन है। मैं हमेशा ही ASUS को MI से बेहतर मानता हूँ। फायदे: बैटरी, डिस्प्ले, लैग-फ्री परफॉरमेंस, स्टॉक एंड्रॉइड, नुकसान: - लो लाइट कंडीशन्स में कैमरे का खराब परफॉरमेंस, खासकर फ्रंट कैम, कोई भी गोरिल्ला ग्लास नहींं है।",English,Hindi,E
have to handel carefully.best buy in this price range .,जरा संभल कर इस्तेमाल करें. इस प्राइज में सबसे अच्छी डील ।,English,Hindi,E
hope asus providers least 2 major os updates and time to time updates.happy about thepurchase .,उम्मीद है कि ASUS कम से कम 2 बड़े ओएस अपडेट्स और समय-समय पर अपडेट्स प्रदान करेगा। इसे खरीद कर खुश हूँ।,English,Hindi,E
good sound quality and louder too,साउंड क्वालिटी अच्छी होने के साथ-साथ तेज भी है।,English,Hindi,E
not much slim as it packs 5000mah,"इसमें 5000mAh की बैटरी होने के कारण यह ज्यादा पतला तो नहीं है,",English,Hindi,E
some major apps required like,कुछ प्रमुख एप की आवश्यकता है जैसे कि,English,Hindi,E
front flash is not working maybe some settings have changed,"फ्रंट फ्लैश काम नहीं कर रहा, शायद कुछ सेटिंग्स बदल गई हैं,",English,Hindi,E
low light photography not upto mark,"कम रोशनी में फोटोग्राफी उतनी अच्छा नहीं है,",English,Hindi,E
call recording option missing,"कॉल रिकॉर्डिंग ऑप्शन गायब है,",English,Hindi,E
excellent mobile and till date no issue after the use of a week .,बेहतरीम मोबाइल और एक सप्ताह के उपयोग के बाद आज तक कोई समस्या नहीं आई ।,English,Hindi,E
i purchase this mobile in first flash sale with a fear of camera performance but i was right in deal .,"मैंने पहले फ्लैश सेल में यह मोबाइल खरीदा था, और मुझे कैमरा परफॉरमेंस को लेकर थोड़ी चिंता तो थी लेकिन मेरी डील सही रही।",English,Hindi,E
no issue with camera .,कैमरे में कोई खराबी नहीं है।,English,Hindi,E
awesome mobile value for money .,"शानदार मोबाइल, पैसा वसूल ।",English,Hindi,E
# awesome i love this phone .,#शानदार! मुझे यह फोन पसंद आया।,English,Hindi,E
i m worried about camera bcz at night u can can 't click photos closely .,"मैं कैमरे को लेकर चिंतित हूँ, क्योंकि रात में आप करीब से तस्वीरें नहीं क्लिक कर सकते।",English,Hindi,E
if u focus a closer object u find all photo is white due to white reflections. can i resolve this ?,"जब आप किसी नजदीकी वस्तु पर फोकस करते हैं, तो आप को वाइट रेफ्लेक्शन के कारण सभी फोटोज सफेद दिखाई देती हैं। क्या इसे ठीक किया सकता है?",English,Hindi,E
fingerprint is not working,"फिंगरप्रिंट काम नहीं कर रहा,",English,Hindi,E
faster delivery . super phone,"तेज डिलीवरी, सुपर फोन",English,Hindi,E
battery backup is too good .,बैटरी बैकअप बहुत अच्छा है।,English,Hindi,E
it is the best phone in15k,"यह 15k में सबसे अच्छा फोन है,",English,Hindi,E
this is an awesome phone. where i played pubg for 3 hours continuously and there was no heating issue. the battery is awesome how much ever you use. it won 't drain up fastly .,"यह एक शानदार फोन है। मैंने लगातार 3 घंटे तक पबजी खेला और कोई हीटिंग प्रोब्लम नहीं आई। बैटरी कमाल की है, चाहे आप कितना भी यूज कर लें, यह जल्दी खत्म नहीं होती।",English,Hindi,E
finally asus has made a good come back. but i request asus to give an update on camera .,"आखिरकार, ASUS ने एक अच्छा कमबैक किया है। लेकिन मैं चाहूँगा कि ASUS कैमरा पर एक अपडेट जरूर दें।",English,Hindi,E
"good phone , thanks flipkart .","शानदार फोन, धन्यवाद फ्लीपकार्ट।",English,Hindi,E
camera isn 't working properly in low light condition otherwise camera osm in daylight condition,"कैमरा लो लाइट कंडीशन्स में ठीक से काम नहीं करता है, लेकिन दिन के समय अच्छी तरह से काम करता है,",English,Hindi,E
best phone. good battery .,सबसे अच्छा फोन। अच्छी बैटरी।,English,Hindi,E
camera and performance is great .,कैमरा और परफॉरमेंस शानदार है।,English,Hindi,E
everything good except camera,कैमरे को छोड़कर सब कुछ अच्छा है।,English,Hindi,E
camera in very primitive stage .,कैमरा बहुत ही बेसिक है।,English,Hindi,E
lacks even basic things :,इसमें मिनिमम चीजें भी नहीं है:,English,Hindi,E
like you can 't zoom a pic taken in cam app,"जैसे कि आप कैमरा एप में ली गई तस्वीर को ज़ूम नहीं कर सकते,",English,Hindi,E
no slow motion or any other mode,"न तो स्लो मोशन है ना ही कोई और मोड,",English,Hindi,E
no option to click anywhere on screen,स्क्रीन पर कहीं पर भी क्लिक करने का ऑप्शन नहीं है।,English,Hindi,E
"don 't expect great photos , just normal pics .","अच्छी तस्वीरों की उम्मीद न करें, बस सामान्य तस्वीरें मिलेंगी।",English,Hindi,E
else this is a master in all fields .,बाकी सभी क्षेत्रों में यह मास्टर है।,English,Hindi,E
you can buy blindly .,आप इसे आंख मूंदकर खरीद सकते हैं।,English,Hindi,E
good phone low price super camera fast working long battery.l very very happy,"अच्छा फोन, कम कीमत, सुपर कैमरा, तेजी से काम करने वाला, लंबी बैटरी। मैं बहुत खुश हूँ!",English,Hindi,E
camera is not up to the mark .,कैमरा उतना अच्छा नहीं है।,English,Hindi,E
5mp rear for focusing is just for name sake .,फोकसिंग के लिए 5MP का रियर कैमरा केवल नाम के वास्ते है।,English,Hindi,E
only good thing with in the range of 15k is 6gb ram and 5000 battery,"15 हजार की रेंज में एकमात्र अच्छी बात, 6 जीबी रैम और 5000mAh बैटरी।",English,Hindi,E
believe me asus zenfone 2 camera is 1000 times better than this max pro1 camera,मेरा विश्वास कीजिए कि ASUS ज़ेनफोन 2 का कैमरा इस मैक्स प्रो 1 के कैमरे से 1000 गुना बेहतर है।,English,Hindi,E
"very very good phone , support true dual volte and fullhd + display make your experience very great with this phone .","बहुत अच्छा फोन, इसमें ट्रू डुअल वोल्टे का सपोर्ट और इसका फुल एचडी + डिस्प्ले आपके अनुभव को और शानदार बनाता है।",English,Hindi,E
and 8.1 is very good to use and user-friendly .,और 8.1 उपयोग करने में बहुत अच्छा और यूजर-फ्रेंडली है।,English,Hindi,E
the awesome phone i 've bought in the budget in 15k .,"शानदार फोन, जो मैंने 15 हजार के बजट में खरीदा।",English,Hindi,E
this phone is all-rounder .,एक ऑलराउंडर फोन।,English,Hindi,E
battery stays alive more than 1.5 days after playing pubg .,"बैटरी पबजी खेलने के बाद भी 1.5 दिन से ज्यादा समय तक चलती है,",English,Hindi,E
the best phone under 25k .,25 हजार से कम कीमत में सबसे अच्छा फोन।,English,Hindi,E
it 's better than perfect,यह परफेक्ट से भी बेहतर है।,English,Hindi,E
camera not as expected compared to other mobiles in this range .,इस रेंज के अन्य मोबाइलों की तुलना में इसका कैमरा उम्मीद पर खरा नहीं उतरता।,English,Hindi,E
good phone . but i need native video calling,अच्छा फोन। लेकिन मुझे नेटिव वीडियो कॉलिंग चाहिए,English,Hindi,E
i am fully amazed to see its battery performance .,मैं इसकी बैटरी के परफॉरमेंस को देखकर हैरान हूं।,English,Hindi,E
must buy for anyone .,हर किसी को खरीदना चाहिए।,English,Hindi,E
camera is also fine and in daylight its awesome .,कैमरा भी अच्छा है और दिन में तो लाजवाब है।,English,Hindi,E
no problem to buy it .,इसे खरीदने में कोई समस्या नहीं।,English,Hindi,E
mobile is dope .,मोबाइल कमाल का है।,English,Hindi,E
if you are confused between red mi note 5 pro 4gb varient and max pro m1 6gb varient .,"अगर आप रेडमी नोट 5 प्रो के 4GB वेरिएंट और मैक्स प्रो M1 के 6GB वेरिएंट के बीच कन्फ्यूजड हैं,",English,Hindi,E
zenfone is a clean winner .,ज़ेनफ़ोन एक क्लीन विनर है।,English,Hindi,E
"except the camera , every other aspect is better in zenfone than note 5 pro .","कैमरा को छोड़कर, ज़ेनफोन के सभी अन्य पहलू रेडमी नोट 5 प्रो से बेहतर हैं।",English,Hindi,E
excellent smart mobile with excellent performance and meet everyone expectation .,बेहतरीन परफॉरमेंस के साथ उत्कृष्ट स्मार्ट मोबाइल और सभी की उम्मीदों पर खरा उतरता है।,English,Hindi,E
awesome phone with great specifications but screen is a bit yellowish,शानदार फोन जिसमें बेहतरीन विशेषताएँ हैं लेकिन स्क्रीन थोड़ी पीली है,English,Hindi,E
"very nice device , i gifted this to my friend .","बहुत अच्छा डिवाइस, मैंने इसे अपने दोस्त को उपहार में दिया।",English,Hindi,E
nice phone with amazing facilities .battery backup two days standing,शानदार सुविधाओं वाला बढ़िया फ़ोन. दो दिन का बैटरी बैकअप,English,Hindi,E
this phone has the best battery and i love it,"इस फ़ोन की बैटरी सबसे अच्छी है और मुझे यह बहुत पसंद है,",English,Hindi,E
it 's great in overall but u may think twice for 5000may,कुल मिलाकर यह बहुत बढ़िया है लेकिन 5000 के लिए आपको दो बार सोचना पड़ सकता है।,English,Hindi,E
thanks to asus for a beautiful device- like touching device .,टचिंग डिवाइस जैसी खूबसूरत चीज के लिए ASUS को धन्यवाद।,English,Hindi,E
but it 's fingerprint sensor and double tap to wake up feature . very disappointing. also sometime charging issues .,लेकिन इसका फिंगरप्रिंट सेंसर और डबल टैप टू वेक अप फीचर बहुत निराशाजनक है। इसके अलावा कभी-कभी चार्जिंग में भी समस्या आती है।,English,Hindi,E
"overall the interface is good though it doesn 't have some call recording , applock , hide features .","कुल मिलाकर इंटरफेस अच्छा है, हालांकि इसमें कुछ कॉल रिकॉर्डिंग, एप्लॉक, हाइड फीचर्स नहीं हैं।",English,Hindi,E
battery is good enough .,बैटरी काफी अच्छी है।,English,Hindi,E
standby draining is more .,स्टैंडबाय ड्रेनिंग बहुत ज्यादा है।,English,Hindi,E
sometimes ui forced closes not most of the time .,"कभी-कभी यूआई अचान से बंद हो जाता है, लेकिन हमेशा नहीं।",English,Hindi,E
think ota updates will fix these .,लगता है कि ओटीए अपडेट से यह समस्या ठीक हो जाएगी।,English,Hindi,E
expecting more updates from asus .,ASUS से और अधिक अपडेट्स की उम्मीद है।,English,Hindi,E
front cam disturbance is more 16mp doesn 't justify picture quality .,"फ्रंट कैमरे में गड़बड़ी थोड़ी ज्यादा है, 16 एमपी पिक्स क्वालिटी को जस्टिफाई नहीं करता।",English,Hindi,E
my device has a mic problem some times a weird sound comes out of the speaker .,"मेरे डिवाइस में माइक की समस्या है, कभी-कभी स्पीकर से अजीब-सी आवाज़ें आती हैं,",English,Hindi,E
don 't know whether its software problem or speaker problem .,पता नहीं यह सॉफ्टवेयर की समस्या है या फिर स्पीकर की।,English,Hindi,E
camera 9 / 10 ( except night mode front camera ),कैमरा 9/10 (नाइट मोड फ्रंट कैमरा को छोड़कर),English,Hindi,E
touch is butterly smooth .,टच बिलकुल स्मूद है।,English,Hindi,E
grey colour looks gorgeous .,ग्रे रंग शानदार लगता है।,English,Hindi,E
overall excellent phone in this budget .,कुल मिलाकर इस बजट में बेहतरीन फोन।,English,Hindi,E
we 'll each and every mobile has its pros and cons .,"हम जानते है, प्रत्येक मोबाइल के अपने फायदे और नुकसान होते हैं।",English,Hindi,E
this mobile is very much with a pros than any other mobile .,किसी भी अन्य मोबाइल की तुलना में यह मोबाइल बहुत अधिक फायदे वाला है।,English,Hindi,E
i have bought 3 phones in the very first sale for me and my family .,मैंने अपने और अपने परिवार के लिए पहली ही सेल में 3 फोन झटक लिए।,English,Hindi,E
after a week use writing this review .,एक सप्ताह के उपयोग के बाद यह समीक्षा लिख ​​रहा हूँ।,English,Hindi,E
overall the product is good .,कुल मिलाकर प्रोडक्ट अच्छा है।,English,Hindi,E
but need a lot improvement in camera including stabilisation .,"कैमरा में और भी सुधार किया जा सकता है, खासकर स्टेबलाइजेशन।",English,Hindi,E
it is not fast in capturing images .,यह इमेजेस को कैप्चर करने में तेज़ नहीं है।,English,Hindi,E
