src,tgt,src_lang,tgt_lang,domain
3 ) no heating issue after heavy usage of 2 days .,3) ২ দিন ধরে ব্যবহারের পরেও গরম হওয়ার কোনও সমস্যা নেই,English,Bengali,E
4 ) 5000mah power is more than enough,4) 5000এমএএইচ শক্তি যথেষ্ট বেশি আছে।,English,Bengali,E
overall good impression by asus,আসুস দ্বারা সামগ্রিকভাবে ভাল প্রভাব,English,Bengali,E
"phone is good , camera not best for low light .but not capchar bad photo , dey photo is natural and good qualiy .","ফোনটি ভালো, ক্যামেরা কম আলোর জন্য ভালো নয় কিন্তু খারাপ ছবি তোলে না,দিনের ছবিগুলো স্বাভাবিক এবং ভালো মানের।",English,Bengali,E
"overall very good quality phone , . at . 14999 / -now",সামগ্রিকভাবে খুব ভাল মানের ফোন। এখন - 14999/- টাকায়,English,Bengali,E
the phone is just amazing .,ফোনটা একেবারেই অসাধারণ।,English,Bengali,E
it 's the best value for money smartphone .,এই টাকা অনুযায়ী এটি সেরা স্মার্টফোন।,English,Bengali,E
it feels like 20k + phone.i got the delivery in just 23hours which is just amazing .,মনে হচ্ছে ২০ হাজার টাকারও বেশি দামের ফোন। আমি মাত্র ২৩ ঘন্টার মধ্যে ডেলিভারি পেয়েছি যা কেবল আশ্চর্যজনক।,English,Bengali,E
whoever cannot buy oneplus because of cost then it 's very good option .,"যারা দামের কারণে ওয়ানপ্লাস কিনতে পারছেন না, তাদের জন্য এটি খুবই ভালো বিকল্প।",English,Bengali,E
plus the stock android is the icing on the cake.very much satisfied .,তাছাড়া স্টক অ্যান্ড্রয়েড হল কেকের আইসিং। খুবই সন্তুষ্ট।,English,Bengali,E
don 't regret just go for it you will love this phone .,"আফসোস করো না, শুধু কিনে নাও, এই ফোনটা তোমার খুব ভালো লাগবে।",English,Bengali,E
not satisfied with front camera still,সামনের ক্যামেরা নিয়ে এখনও সন্তুষ্ট নই।,English,Bengali,E
firstly i should be thankful to ekart logistics to deliver my zenfone max pro m1 within 24hours .,"প্রথমত, আমার একার্ট লজিস্টিকসের কাছে কৃতজ্ঞ থাকা উচিত, কারণ তারা আমার জেনফোন ম্যাক্স প্রো এম1 24 ঘন্টার মধ্যে ডেলিভারি দিয়েছে।",English,Bengali,E
yesterday 12 : 00pm i ordered asus zenfone max pro m1 and today 12 : 30pm it was in my hand .,গতকাল দুপুর 12টা 30 মিনিটে আমি আসাস জেনফোন ম্যাক্স প্রো এম1 অর্ডার করেছিলাম এবং আজ দুপুর 12টা 30 মিনিটে তা আমার হাতে ছিল।,English,Bengali,E
there is no gorilla glass in zenfone but after all it is really unbeatable .,জেনফোনে কোনও গরিলা গ্লাস নেই তবে সর্বোপরি এটি সত্যিই অদ্বিতীয়।,English,Bengali,E
first time i brought asus product ( zenfone m1 6gb ) phone it 's really awesome to use this device .,"প্রথমবার আমি আসাস পণ্য (জেনফোন এম1 6 জিবি) ফোনটি কিনলাম, এই ডিভাইসটি ব্যবহার করা সত্যিই দুর্দান্ত।।",English,Bengali,E
it is extremely powerful sd processor and battery is very useful in every condition .,এটি একটি অত্যন্ত শক্তিশালী এসডি প্রসেসর এবং ব্যাটারি প্রতিটি পরিস্থিতিতে খুব কার্যকর।,English,Bengali,E
good job asus team .,ভালো কাজ আসুস টিম।,English,Bengali,E
best phone under 20k i think,আমার মনে হয় ২০০০০ টাকার মধ্যে এটাই সেরা ফোন।,English,Bengali,E
first of all thank you flipkart for fast delivery,"প্রথমত, দ্রুত ডেলিভারির জন্য ফ্লিফকার্টকে ধন্যবাদ।",English,Bengali,E
dual camera is awesome,ডুয়াল ক্যামেরাটি অসাধারণ।,English,Bengali,E
good battery back up,ভালো ব্যাটারি ব্যাকআপ,English,Bengali,E
very fast with 6gb ram,6 জিবি র‍্যামের সঙ্গে খুব দ্রুত,English,Bengali,E
last of all just go for it if you wanna buy a budget phone,"পরিশেষে, যদি আপনি একটি বাজেট ফোন কিনতে চান তাহলে এই ফোনটি কিনুন।",English,Bengali,E
very good phone without any doubts .,নিঃসন্দেহে দারুন একটা ফোন।,English,Bengali,E
camera is good but night photography is ok,"ক্যামেরা ভালো, কিন্তু নাইট ফটোগ্রাফি ঠিক আছে।",English,Bengali,E
call clarity is very good,কলের স্পষ্টতা খুব ভালো।,English,Bengali,E
iam using iphone 7 plus but my zen beats all,আমি আইফোন 7 প্লাস ব্যবহার করছি কিন্তু আমার জেন সবাইকে ছাড়িয়ে যায়,English,Bengali,E
the best mobile phone for rs15000 .,15000 টাকায় সেরা মোবাইল ফোন।,English,Bengali,E
thanks to flipkart executive who came twice and delivered before time .,দু 'বার এসে সময়ের আগে ডেলিভারি দেওয়া ফ্লিফকার্ট এক্সিকিউটিভকে ধন্যবাদ।,English,Bengali,E
1st of all asus and flipkart well done,"প্রথমত, আসুস এবং ফ্লিপকার্ট দারুন কাজ করেছে।",English,Bengali,E
camera is also good bt after few updates,কয়েকটি আপডেটের পর ক্যামেরাটিও ভালো।,English,Bengali,E
"grey looks better , guyz if ur confused between both clous , dont be , grey is better then black","ধূসর রঙ দেখতে বেশি ভালো, বন্ধুরা যদি উভয় ঘনিষ্ঠের মধ্যে বিভ্রান্ত হয়, তাহলে বিভ্রান্ত হও না, কালোর চেয়ে ধূসর রঙ ভালো।",English,Bengali,E
over all product is too much good,সামগ্রিকভাবে পণ্যটি খুব ভাল।,English,Bengali,E
"wonderful phone , 200 % value for money","অসাধারণ ফোন, ২০০% উপযুক্ত মূল্য",English,Bengali,E
what else one can expect in 15k ?,15 হাজার টাকায় আর কী আশা করা যায়?,English,Bengali,E
"the beast , in real manner. go for it .","প্রাণী, বাস্তবে। এটা কিনতে পারো ।",English,Bengali,E
really unbeatable mobile in this category. sabka baap asus zenfone max pro. amazing,এই বিভাগে সত্যিই একটি অপরাজেয় মোবাইল সকলের উপরে হল আসুস জেনফোন ম্যাক্স প্রো। অসাধারণ,English,Bengali,E
this is one of the best phone under this price segment .,এই দামে সেরা ফোনগুলির মধ্যে এটি একটি।,English,Bengali,E
"under 15k you are getting very nice display , 5000 mah battery , triple sim slots , 6gb ram snapdragon 636 .","15 হাজারেরও কম দামে আপনি পাচ্ছেন খুব ভালো ডিসপ্লে, 5000 এমএএইচ ব্যাটারি, ট্রিপল সিম স্লট, 6 জিবি র‍্যাম স্ন্যাপড্রাগন 636।",English,Bengali,E
camera is also good but need some improvement which can be fixed via ota update so dont worry .,ক্যামেরাটিও ভাল তবে কিছু উন্নতির প্রয়োজন যা ওটা আপডেটের মাধ্যমে ঠিক করা যেতে পারে তাই চিন্তা করবেন না।,English,Bengali,E
no company will give you this type of extraordinary specs under 15000rs .,কোনও কোম্পানি আপনাকে 15000 টাকার কম দামে এই অসাধারণ স্পেসিফিকেশন দেবে না।,English,Bengali,E
"phone display , performance and battery backup is beyond your expectations .","ফোনটির ডিসপ্লে, পারফরম্যান্স এবং ব্যাটারি ব্যাকআপ আপনার প্রত্যাশার বাইরে।",English,Bengali,E
camera is also fine .,ক্যামেরাটিও ভালো।,English,Bengali,E
close your eyes and buy it .,চোখ বন্ধ করে কিনুন।,English,Bengali,E
you will not get regret .,তুমি এতে আফসোস করবে না।,English,Bengali,E
worry free go for it .,চিন্তামুক্তভাবে কাজটি করুন।,English,Bengali,E
6 gb ram 64 rom,6 জিবি র‍্যাম 64 রোম,English,Bengali,E
16 mp front cam .,16 এমপি ফ্রন্ট ক্যাম।,English,Bengali,E
in this price range .,এই দামের মধ্যে।,English,Bengali,E
got in first sale .,প্রথম বিক্রিতে পাওয়া গেছে।,English,Bengali,E
"at first place , i was convinced of not to buy rn5p as the price shot up after its initial sale and it was just an artificial raise because of its demand and not worth of it .","প্রথমত, আমি নিশ্চিত ছিলাম যে আরএন5পি কিনব না কারণ এর প্রাথমিক বিক্রয়ের পরে দাম বেড়েছে এবং এটি কেবল একটি কৃত্রিম বৃদ্ধি ছিল কারণ এর চাহিদা ছিল এবং ওই দামের উপযুক্ত ছিল না ।",English,Bengali,E
"at the time i was waiting for a mobile in this price range , then came was this beast .","আমি যখন এই দামের মধ্যে একটি মোবাইলের জন্য অপেক্ষা করছিলাম, তখন এই জন্তুটি এসেছিল।",English,Bengali,E
let me not go into the review of specifications as many had hit the right chords .,"অনেকেই ঠিকই উল্লেখ করেছেন, আমি স্পেসিফিকেশনের পর্যালোচনায় যাব না।",English,Bengali,E
if you are looking for a quality mobile which values your every penny then close your eyes and go grab one at once .,"যদি আপনি এমন একটি উন্নতমানের মোবাইল খুঁজছেন যা আপনার প্রতিটি পয়সা দেওয়া উপযুক্ত, তাহলে চোখ বন্ধ করে এক্ষুনি এটি কিনুন।",English,Bengali,E
phone is just awesome .,ফোনটা দারুণ।,English,Bengali,E
camera is good batter backup is just amazing i charged it 100 % at 11am and next day its 12 : 13pm still battery is 40 % .,ক্যামেরাটি ভাল ব্যাটারি ব্যাকআপ অসাধারণ আমি এটি সকাল 11টায় 100% চার্জ করি এবং পরের দিন দুপুর 12টা 13 মিনিটেও ব্যাটারি 40 শতাংশ থাকে।,English,Bengali,E
"camera is also good but after updating system update , pic have lot of noice. look is just awesome and superlight weigh compare to mi note 5 pro. and it is way way better than note",ক্যামেরাটিও ভালো কিন্তু সিস্টেম আপডেট আপডেট করার পর ছবিতে প্রচুর শব্দ হয়। এটি এমআই নোট 5 প্রো-এর তুলনায় দেখতে দারুণ এবং অনেক হালকা। এবং এটি নোটের চেয়ে অনেক ভাল।,English,Bengali,E
battery backup is good .,ব্যাটারি ব্যাকআপ ভালো।,English,Bengali,E
face unlock is satisfactory,ফেস আনলক সন্তোষজনক,English,Bengali,E
great hardware let down by awful buggy software implementation .,ভয়াবহভাবে ত্রুটিপূর্ণ সফ্টওয়্যার কার্যে রূপান্তরনের দ্বারা দুর্দান্ত হার্ডওয়্যার কার্য সম্পাদনে ব্যর্থ হয় ।,English,Bengali,E
only saving grace is the awesome developer support on xda which ensures you don 't depend on asus for the right software .,একমাত্র সাশ্রয়ী সুবিধা হল এক্সডিএ-তে দুর্দান্ত ডেভেলপার সাপোর্ট যা নিশ্চিত করে যে আপনি সঠিক সফ্টওয়্যারের জন্য আসুসের উপর নির্ভর করেন না।,English,Bengali,E
go for it only if you are the adventures type and ready to flash custom roms to unlock the full potential .,আপনি যদি অ্যাডভেঞ্চার প্রিয় ধরনের হন এবং সম্পূর্ণ সম্ভাবনা আনলক করার জন্য কাস্টম রোমগুলি ফ্ল্যাশ করতে প্রস্তুত থাকেন তবেই এটি করুন।,English,Bengali,E
amazing product in affordable price .,সাশ্রয়ী মূল্যে চমত্কার পণ্য।,English,Bengali,E
i loved the battery life as it 's been working smoothly since last 3 days .,গত ৩ দিন ধরে এটি নির্বিঘ্নে কাজ করছে বলে এর ব্যাটারি লাইফ আমার সত্যিই পছন্দ হয়েছে।,English,Bengali,E
thanks for on time delivery .,সময়মতো ডেলিভারির জন্য ধন্যবাদ।,English,Bengali,E
non asus users try to give a sort .,অ-আসুস ব্যবহারকারীরা একবার চেষ্টা করে দেখুন।,English,Bengali,E
this phone is almost perfect .,এই ফোনটি প্রায় নিখুঁত।,English,Bengali,E
looks great in the grey color .,ধূসর রঙে দেখতে দুর্দান্ত।,English,Bengali,E
performance is also awesome .,পারফরম্যান্সও অসাধারণ।,English,Bengali,E
battery life is insane .,ব্যাটারির আয়ু পাগল করার মত।,English,Bengali,E
cameras are also very good .,ক্যামেরাও খুব ভালো।,English,Bengali,E
only the camera app needs to be improved .,শুধুমাত্র ক্যামেরা অ্যাপের উন্নতি করতে হবে।,English,Bengali,E
"there are lot of bugs in the phone , like the wifi looses connection automatically and camera app crashes .",ফোনটিতে অনেক সমস্যা রয়েছে যেমন ওয়াইফাই সংযোগ স্বয়ংক্রিয়ভাবে বিচ্ছিন্ন হয়ে যাওয়া এবং ক্যামেরা অ্যাপ ক্র্যাশ হয়ে যাওয়া।,English,Bengali,E
asus has been pushing updates and one thing gets a little better but then there is some other new bug .,আসুস আপডেটগুলি চাপিয়ে দিচ্ছে এবং একটি কিছু ভাল হয়ে যায় তবে তারপরে অন্য কিছু নতুন বাগ রয়েছে।,English,Bengali,E
asus need to improve camera of the mobile,আসুস এর মোবাইলের ক্যামেরা উন্নত করা প্রয়োজন,English,Bengali,E
"excellent phone considering its price.i always prefer asus over mi.pros- battery , display , lag free performance , stock android cons- camera performance in low light conditions especially front cam , lack of any gorilla glass .","দামের বিবেচনায় এটি একটি দুর্দান্ত ফোন। আমি সবসময় এম আই এর চেয়ে আসুস কে বেশি পছন্দ করি। বৈশিষ্ট্য- ব্যাটারি, ডিসপ্লে, ল্যাগ ফ্রি পারফরম্যান্স, স্টক অ্যান্ড্রয়েড। অসুবিধা: কম আলোতে ক্যামেরার পারফরম্যান্স, বিশেষ করে সামনের ক্যামেরা, গরিলা গ্লাসের অভাব।",English,Bengali,E
have to handel carefully.best buy in this price range .,সাবধানে ব্যবহার করতে হবে। এই দামের মধ্যে সেরা কেনাকাটা।,English,Bengali,E
hope asus providers least 2 major os updates and time to time updates.happy about thepurchase .,আশা করি আসুস সরবরাহকারীরা দুটি প্রধান অপারেটিং সিস্টেম আপডেট করবে এবং সময়ে সময়ে আপডেটগুলি তালিকাভুক্ত করবে। কেনাকাটায় খুশি।,English,Bengali,E
good sound quality and louder too,ভাল সাউন্ড কোয়ালিটি এবং উঁচু আওয়াজ,English,Bengali,E
not much slim as it packs 5000mah,এটি খুব বেশি পাতলা নয় কারণ এতে 5000এমএএইচ আছে,English,Bengali,E
some major apps required like,কিছু প্রধান অ্যাপের প্রয়োজন যেমন,English,Bengali,E
front flash is not working maybe some settings have changed,সামনের ফ্ল্যাশ কাজ করছে না হয়তো কিছু সেটিংস পরিবর্তিত হয়েছে,English,Bengali,E
low light photography not upto mark,কম আলোতে ফটোগ্রাফির মান ভালো নয়,English,Bengali,E
call recording option missing,কল রেকর্ডিং বিকল্প অনুপস্থিত,English,Bengali,E
excellent mobile and till date no issue after the use of a week .,চমৎকার মোবাইল এবং এক সপ্তাহ ব্যবহারের পরেও এখন পর্যন্ত কোনও সমস্যা হয়নি।,English,Bengali,E
i purchase this mobile in first flash sale with a fear of camera performance but i was right in deal .,ক্যামেরার পারফরম্যান্স নিয়ে ভয়ে আমি প্রথম ফ্ল্যাশ সেলে এই মোবাইলটি কিনেছিলাম কিন্তু আমি সঠিক ডিলটিই পাচ্ছিলাম।,English,Bengali,E
no issue with camera .,ক্যামেরায় কোনও সমস্যা নেই।,English,Bengali,E
awesome mobile value for money .,টাকার যথোপযুক্ত বিনিময়ে অসাধারণ মোবাইল ।,English,Bengali,E
# awesome i love this phone .,#দারুণ আমি এই ফোনটি পছন্দ করি।,English,Bengali,E
i m worried about camera bcz at night u can can 't click photos closely .,রাতে খুব কাছ থেকে ছবি তোলা সম্ভব না হওয়ায় ক্যামেরা নিয়ে আমি চিন্তিত।,English,Bengali,E
if u focus a closer object u find all photo is white due to white reflections. can i resolve this ?,"যদি আপনি কাছের কোনও বস্তুর উপর ফোকাস করেন, তাহলে আপনি দেখতে পাবেন যে সাদা প্রতিফলনের কারণে পুরো ছবিটি সাদা। আমি কি এটা সমাধান করতে পারি?",English,Bengali,E
fingerprint is not working,ফিঙ্গারপ্রিন্ট কাজ করছে না,English,Bengali,E
faster delivery . super phone,দ্রুত ডেলিভারি। সুপার ফোন,English,Bengali,E
battery backup is too good .,ব্যাটারি ব্যাকআপ খুব ভালো।,English,Bengali,E
it is the best phone in15k,এটা 15 হাজার টাকার মধ্যে সেরা ফোন।,English,Bengali,E
this is an awesome phone. where i played pubg for 3 hours continuously and there was no heating issue. the battery is awesome how much ever you use. it won 't drain up fastly .,"এটা একটা দারুন ফোন। আমি একটানা 3 ঘন্টা পাবজি খেলেছি এবং গরম হওয়ার কোনও সমস্যা হয়নি। ব্যাটারিটি অসাধারণ, আপনি যতই ব্যবহার করুন না কেন। এটা খুব শীঘ্রই শেষ হয় না।",English,Bengali,E
finally asus has made a good come back. but i request asus to give an update on camera .,"অবশেষে, আসুস একটি ভালো প্রত্যাবর্তন করেছে। কিন্তু আমি আসুসকে ক্যামেরার আপডেট দেওয়ার জন্য অনুরোধ করছি।",English,Bengali,E
"good phone , thanks flipkart .","ভালো ফোন, ধন্যবাদ ফ্লিফকার্ট।",English,Bengali,E
camera isn 't working properly in low light condition otherwise camera osm in daylight condition,"কম আলোতে ক্যামেরা ঠিকমতো কাজ করছে না, অন্যথায় দিনের আলোতে ক্যামেরা অসাধারণ",English,Bengali,E
best phone. good battery .,"সেরা ফোন, ভালো ব্যাটারি।",English,Bengali,E
camera and performance is great .,ক্যামেরা ও পারফরম্যান্স দারুণ।,English,Bengali,E
everything good except camera,ক্যামেরা ছাড়া সবকিছুই ভালো।,English,Bengali,E
camera in very primitive stage .,ক্যামেরাটি খুব পুরানো দিনের।,English,Bengali,E
lacks even basic things :,এমনকি মৌলিক বিষয়গুলিরও অভাব রয়েছেঃ,English,Bengali,E
like you can 't zoom a pic taken in cam app,যেমন ক্যাম অ্যাপে তোলা কোনও ছবিতে আপনি জুম করতে পারেন না,English,Bengali,E
no slow motion or any other mode,কোনও স্লো মোশন বা অন্য কোনও মোড নেই,English,Bengali,E
no option to click anywhere on screen,স্ক্রিনের কোথাও ক্লিক করার কোন বিকল্প নেই,English,Bengali,E
"don 't expect great photos , just normal pics .","দুর্দান্ত ছবি আশা করো না, শুধু সাধারণ ছবি তুলো।",English,Bengali,E
else this is a master in all fields .,নইলে এই তো সকল ক্ষেত্রেই ওস্তাদ।,English,Bengali,E
you can buy blindly .,আপনি চোখ বন্ধ করে কিনতে পারেন।,English,Bengali,E
good phone low price super camera fast working long battery.l very very happy,"ভালো ফোন, দাম কম, অসাধারণ ক্যামেরা, দ্রুত কাজ করে, দীর্ঘস্থায়ী ব্যাটারি। আমি খুব খুশি।",English,Bengali,E
camera is not up to the mark .,ক্যামেরাটা অত ভালো নয়।,English,Bengali,E
5mp rear for focusing is just for name sake .,ফোকাসের জন্য 5এমপি পিছনটি কেবল নামের জন্য।,English,Bengali,E
only good thing with in the range of 15k is 6gb ram and 5000 battery,15 হাজারের মধ্যে একমাত্র ভাল জিনিস হল 6 জিবি র‍্যাম এবং 5000 ব্যাটারি।,English,Bengali,E
believe me asus zenfone 2 camera is 1000 times better than this max pro1 camera,বিশ্বাস করুন আসুস জেনফোন 2 ক্যামেরা এই ম্যাক্স প্রো1 ক্যামেরার চেয়ে 1000 গুণ ভালো,English,Bengali,E
"very very good phone , support true dual volte and fullhd + display make your experience very great with this phone .","খুব সুন্দর ফোন, সত্যিকারের ডুয়াল ভোল্ট সমর্থন করুন এবং ফুলএইচডি + ডিসপ্লে এই ফোনের সাথে আপনার অভিজ্ঞতাকে খুব দুর্দান্ত করে তোলে।",English,Bengali,E
and 8.1 is very good to use and user-friendly .,এবং 8.1 ব্যবহার করার জন্য খুব ভাল এবং ইউসার-ফ্রেন্ডলি।,English,Bengali,E
the awesome phone i 've bought in the budget in 15k .,এই অসাধারণ ফোনটি আমি বাজেটে 15 হাজার টাকায় কিনেছি।,English,Bengali,E
this phone is all-rounder .,এই ফোনটি অলরাউন্ডার।,English,Bengali,E
battery stays alive more than 1.5 days after playing pubg .,পাবজি খেলার দেড় দিনেরও বেশি সময় পরে ব্যাটারি টিকে থাকে।,English,Bengali,E
the best phone under 25k .,25 হাজারেরও কম দামে সেরা ফোন।,English,Bengali,E
it 's better than perfect,এটি নিখুঁত হওয়ার থেকেও ভাল,English,Bengali,E
camera not as expected compared to other mobiles in this range .,এই দামের অন্যান্য মোবাইলের তুলনায় ক্যামেরাটি প্রত্যাশা অনুযায়ী নয়।,English,Bengali,E
good phone . but i need native video calling,ভালো ফোন। কিন্তু আমার নেটিভ ভিডিও কলিং দরকার।,English,Bengali,E
i am fully amazed to see its battery performance .,এর ব্যাটারি পারফরম্যান্স দেখে আমি পুরোপুরি অবাক হয়েছি।,English,Bengali,E
must buy for anyone .,যে কোন জনের জন্যই কেনা উচিত।,English,Bengali,E
camera is also fine and in daylight its awesome .,ক্যামেরাটিও ভালো এবং দিনের আলোতে অসাধারণ।,English,Bengali,E
no problem to buy it .,এটা কিনতে কোনও সমস্যা নেই।,English,Bengali,E
mobile is dope .,মোবাইল হল একটা নেশা।,English,Bengali,E
if you are confused between red mi note 5 pro 4gb varient and max pro m1 6gb varient .,আপনি যদি রেড এমআই নোট 5 প্রো 4জিবি ভ্যারিয়েন্ট এবং ম্যাক্স প্রো এম1 6জিবি ভ্যারিয়েন্টের মধ্যে বিভ্রান্ত হন।,English,Bengali,E
zenfone is a clean winner .,জেনফোন স্পষ্টতই একটি বিজয়ী।,English,Bengali,E
"except the camera , every other aspect is better in zenfone than note 5 pro .","ক্যামেরা ছাড়া, অন্যান্য সমস্ত দিক নোট 5 প্রো-এর তুলনায় জেনফোনে ভাল।",English,Bengali,E
excellent smart mobile with excellent performance and meet everyone expectation .,চমৎকার পারফরম্যান্স সহ দুর্দান্ত স্মার্ট মোবাইল এবং প্রত্যেকের প্রত্যাশা পূরণ করে।,English,Bengali,E
awesome phone with great specifications but screen is a bit yellowish,"দুর্দান্ত স্পেসিফিকেশন সহ অসাধারণ ফোন, কিন্তু স্ক্রিনটি একটু হলুদাভ।",English,Bengali,E
"very nice device , i gifted this to my friend .","খুব সুন্দর যন্ত্র, আমি এটা আমার বন্ধুকে উপহার দিয়েছিলাম।",English,Bengali,E
nice phone with amazing facilities .battery backup two days standing,আশ্চর্যজনক সুবিধাসহ সুন্দর ফোন. দুই দিনের ব্যাটারি ব্যাকআপ রয়েছে।,English,Bengali,E
this phone has the best battery and i love it,এই ফোনে সেরা ব্যাটারি রয়েছে এবং আমি এটি পছন্দ করি।,English,Bengali,E
it 's great in overall but u may think twice for 5000may,এটি সামগ্রিকভাবে দুর্দান্ত কিন্তু আপনি 5000 এমএএইচ জন্য দুবার ভাবতে পারেন,English,Bengali,E
thanks to asus for a beautiful device- like touching device .,এত সুন্দর এবং স্পর্শকাতর ডিভাইসের জন্য আসুসকে ধন্যবাদ।,English,Bengali,E
but it 's fingerprint sensor and double tap to wake up feature . very disappointing. also sometime charging issues .,কিন্তু এতে ফিঙ্গারপ্রিন্ট সেন্সর এবং ডবল ট্যাপ টু ওয়েক আপ ফিচার রয়েছে। খুবই হতাশাজনক। কখনও কখনও চার্জিংয়ের সমস্যাও হয়।,English,Bengali,E
"overall the interface is good though it doesn 't have some call recording , applock , hide features .","সামগ্রিকভাবে ইন্টারফেসটি ভাল যদিও এতে কিছু কল রেকর্ডিং, অ্যাপলক, হাইড বৈশিষ্ট্য রয়েছে।",English,Bengali,E
battery is good enough .,ব্যাটারি যথেষ্ট ভালো।,English,Bengali,E
standby draining is more .,স্ট্যান্ডবাই ড্রেনিং বেশি।,English,Bengali,E
sometimes ui forced closes not most of the time .,কখনও কখনও ইউআই জোর করে বেশিরভাগ সময় বন্ধ হয় না।,English,Bengali,E
