src,tgt,src_lang,tgt_lang,domain
you can &apos;t use flash in mobiles while the object is near. it will show white screen .,వస్తువు దగ్గరగా ఉన్నప్పుడు మీరు మొబైల్స్‌లో ఫ్లాష్‌ను ఉపయోగించలేరు. అది తెల్ల తెరను చూపుతుంది.,English,Telugu,E
i thinking want to change mobile in next three months,రాబోయే మూడు నెలల్లో నా మొబైల్ ఫోన్ మార్చాలని ఆలోచిస్తున్నాను.,English,Telugu,E
this is bad product .,ఇది మంచి వస్తువు కాదు.,English,Telugu,E
in this mobile privacy not secure.and flipkart easy return policy is froud policy .,ఈ మొబైల్ ప్రైవెసీ సురక్షితంగా లేదు. మరియు ఫ్లిప్‌కార్ట్ ఈజీ రిటర్న్ పాలసీ ఒక ఫ్రాడ్ పాలసీ.,English,Telugu,E
one new problem created phone not locked .,ఫోన్ లాక్ కాకపోవడం వల్ల ఒక కొత్త సమస్య ఏర్పడింది.,English,Telugu,E
am getting trouble front camera,నాకు కెమెరా ముందు భాగంతో సమస్య ఉంది.,English,Telugu,E
it &apos;s not working properly .,అది సరిగ్గా పనిచేయడం లేదు.,English,Telugu,E
sometimes the device suddenly struck .,కొన్నిసార్లు డివైస్ అకస్మాత్తుగా స్టక్ అయిపోతుంది.,English,Telugu,E
and i asked in helpline in online but they didn &apos;t say proper solutions to me .,మరియు నేను ఆన్‌లైన్‌లో ఉన్న హెల్ప్‌లైన్‌లో అడిగాను కానీ వారు నాకు సరైన పరిష్కారాలు చెప్పలేదు.,English,Telugu,E
finally i wasted money to buy this device .,చివరికి నేను ఈ వస్తువును కొనడానికి డబ్బు వృధా చేసుకున్నాను.,English,Telugu,E
"flipkart doing it &apos;s not fair business , we are not fooles to purchase product on-line especially on flipkart. after expiring exchange / refund time u r sending sorry seller not excepted u r request , it &apos;s not fair .","ఫ్లిప్‌కార్ట్ న్యాయమైన వ్యాపారం చేయడం లేదు, ముఖ్యంగా ఫ్లిప్‌కార్ట్‌లో ఆన్‌లైన్‌లో ఉత్పత్తులను కొనుగోలు చేయడానికి మనం మూర్ఖులం కాదు. మార్పిడి / వాపసు సమయం ముగిసిన తర్వాత మీరు పంపుతున్నారు, క్షమించండి సెల్లర్ రిక్వెస్ట్ ను  అంగిలంకరించలేదు, ఇది న్యాయం కాదు.",English,Telugu,E
"not getting updates , update patch is of april , not getting proper battery backups .","అప్‌డేట్‌లు రావడం లేదు, అప్‌డేట్ ప్యాచ్ ఏప్రిల్ లో ఉంది, సరైన బ్యాటరీ బ్యాకప్‌లు రావడం లేదు.",English,Telugu,E
worst mobile i have ever purchased .,నేను కొన్న వాటిలో చాలా చెత్త మొబైల్ ఇది.,English,Telugu,E
the phone is good it &apos;s battery is awesome nice camera and it comes with a nice processor happy with this phone so far so good thanks flipkart for such a good service,"ఫోన్ బాగుంది, బ్యాటరీ బాగుంది, కెమెరా బాగుంది, ప్రాసెసర్ కూడా ఉంది. ఇప్పటివరకు ఈ ఫోన్ వళ్ళ సంతృప్తిగా ఉంది. చాలా బాగుంది, ఇంత మంచి సర్వీస్ ఇచ్చినందుకు ఫ్లిప్ కార్ట్ కు ధన్యవాదాలు.",English,Telugu,E
the product is superb n thanks flipkart for its super fast delivery .,ఈ ప్రోడక్ట్ అద్భుతంగా ఉంది మరియు దాని సూపర్ ఫాస్ట్ డెలివరీకి ఫ్లిప్‌కార్ట్‌కు ధన్యవాదాలు.,English,Telugu,E
i got it in 2 days,నాకు 2 రోజుల్లో దొరికింది.,English,Telugu,E
it &apos;s an amazing phone,ఇది అద్భుతమైన ఫోన్.,English,Telugu,E
super mobile 6 gb ram 64 gb storage + dedicated slot + dual volte,సూపర్ మొబైల్ 6 జిబి ర్యామ్ 64 జిబి స్టోరేజ్ + డెడికేటెడ్ స్లాట్ + డ్యూయల్ వోల్ట్,English,Telugu,E
awesome phone at this price .,ఈ ధరకు అద్భుతమైన ఫోన్.,English,Telugu,E
some bugs are there but what the phone offers is more than you can can ask at this price .,కొన్ని బగ్స్ ఉన్నాయి కానీ ఈ ధరకు మీరు అడగగలిగే దానికంటే ఫోన్ అందించేవి చాలా ఎక్కువ.,English,Telugu,E
the device is defective that send to me,నాకు పంపిన డివైస్ డిఫెక్టివ్ గా ఉంది.,English,Telugu,E
do not buy this mobile .,ఈ మొబైల్ కొనకండి.,English,Telugu,E
"i am just using this mobile for one week , but facing lot of problems .","నేను ఈ మొబైల్ ని ఒక వారం నుండి ఉపయోగిస్తున్నాను, కానీ చాలా సమస్యలను ఎదుర్కొంటున్నాను.",English,Telugu,E
do become a victim for this mobile .,ఈ మొబైల్ కి బలికాకండి.,English,Telugu,E
no replacement from flipkart for software related issues .,సాఫ్ట్‌వేర్ సంబంధిత సమస్యలకు ఫ్లిప్‌కార్ట్ నుండి రీప్లేస్మెంట్ లేదు.,English,Telugu,E
the basic requirement of any mobile is communication .,ఏదైనా మొబైల్ యొక్క ప్రాథమిక అవసరం కమ్యూనికేషన్.,English,Telugu,E
this mobile has the problem even in that .,ఈ మొబైల్ లో కూడా ఆ సమస్య ఉంది.,English,Telugu,E
let me list the issues i see,నాకు కనిపిస్తున్న సమస్యలను జాబితా చేస్తాను.,English,Telugu,E
"1 ) my family members at times could not reach my mobile number , even though they try multiple time .","1) నా కుటుంబ సభ్యులు చాలాసార్లు ప్రయత్నించినప్పటికీ, కొన్నిసార్లు నా మొబైల్ నంబర్‌కు చేరుకోలేకపోయారు.",English,Telugu,E
experiencing this issue after using this mobile .,ఈ మొబైల్ ఉపయోగించిన తర్వాత ఈ సమస్యను ఎదుర్కొంటున్నారు.,English,Telugu,E
display is very bad it &apos;s naturally damaged,"డిస్ప్లే అసలు బాగాలేదు, సహజంగానే దెబ్బతింది.",English,Telugu,E
"many isaues such as flickering , multi touch issues .","ఫ్లికరింగ్, మల్టీ టచ్ సమస్యలు వంటి అనేక సమస్యలు.",English,Telugu,E
camera is pathetic. they did great marketing by youtube videos but believe me it is worst camera .,కెమెరా దారుణంగా ఉంది. వాళ్ళు యూట్యూబ్ వీడియోల ద్వారా చాలా మార్కెటింగ్ చేసారు కానీ నన్ను నమ్మండి అది చెత్త కెమెరా.,English,Telugu,E
screen quality is pathetic .,స్క్రీన్ నాణ్యత దారుణంగా ఉంది.,English,Telugu,E
i purchased it after watching youtube tutorial about it &apos;s glass but it just breaks .,దాని గ్లాస్ గురించి యూట్యూబ్ ట్యుటోరియల్ చూసిన తర్వాత నేను దానిని కొన్నాను కానీ అది పగిలిపోతుంది.,English,Telugu,E
in 4 month of use my phone falls twice from 2 feet height and both time display broken .,4 నెలల వాడకంలో నా ఫోన్ 2 అడుగుల ఎత్తు నుండి రెండుసార్లు పడిపోయింది మరియు రెండు సార్లు డిస్ప్లే విరిగిపోయింది.,English,Telugu,E
i am fed up with this quality .,ఈ గుణం నాకు విసుగు తెప్పించింది.,English,Telugu,E
first of all let me talk about its design,"ముందుగా, దాని డిజైన్ గురించి మాట్లాడుతాను.",English,Telugu,E
metal body with rounded corners look is very good,గుండ్రటి కొనాలు మెటల్ బాడీ చాలా బాగుంది.,English,Telugu,E
durable also and a b + design,మన్నికైనది మరియు ab + డిజైన్,English,Telugu,E
both cpu and gpu serves well with hd graphics for pubg,cpu మరియు gpu రెండూ pubg కోసం HD గ్రాఫిక్స్‌తో బాగా పనిచేస్తాయి.,English,Telugu,E
battery : - 5000 mah with 10hours plus sot with moderate usage and mild gaming,"బ్యాటరీ:-5000 mah, 10 గంటల కంటే ఎక్కువ బ్యాటరీ జీవితం, మితమైన వినియోగం మరియు తేలికైన గేమింగ్‌.",English,Telugu,E
cameras : - worst 16 + 5 mp cameras but very worst in terms of performance portrait mode is also not automatic we need to adjust it manually that &apos;s a con,"కెమెరాలు:-16 + 5 mp కెమెరాలు కానీ చెత్తగా ఉన్నాయి కానీ పర్ఫర్మ్యాన్స్ పరంగా కుడా చాలా చెత్తగా ఉన్నాయి పోర్ట్రెయిట్ మోడ్ కూడా ఆటోమేటిక్ కాదు, మనం దానిని మాన్యువల్‌గా సర్దుబాటు చేయాలి.",English,Telugu,E
front camera is also not upto the mark,ముందువైపు ఉన్న కెమెరా కూడా స్థాయికి తగ్గట్టుగా లేదు.,English,Telugu,E
fantastic product from asus at competitive price in the market .,మార్కెట్లో పోటీ ధరకు అద్భుతమైన ప్రోడక్ట్.,English,Telugu,E
not show up net speed,నెట్ స్పీడ్ కనిపించడం లేదు,English,Telugu,E
not a smart key like screen shot and more,స్క్రీన్ షాట్ లాంటి స్మార్ట్ కీ కాదు.,English,Telugu,E
best buy till now .,ఇప్పటివరకు మంచి కొనుగోలు.,English,Telugu,E
performance is awesome. pricing is very much accessible .,పర్ఫర్మ్యాన్స్ అద్భుతంగా ఉంది. ధర చాలా అందుబాటులోనిది.,English,Telugu,E
most idiotic phone ever. absolute rubbish. hangs every time .,ఇప్పటివరకు చాలా చెత్త ఫోన్. పూర్తిగా చెత్త. ప్రతిసారీ హ్యాన్గ్ అవుతుంది.,English,Telugu,E
recently problem with screen it freezes and to open i have to restart the phone .,ఇటీవల స్క్రీన్ సమస్య వచ్చి అది ఫ్రీజ్ అయిపోతుంది  మరియు తెరవడానికి నేను ఫోన్‌ను రీస్టార్ట్ చేయాలి.,English,Telugu,E
all my data contacts gone. cause hanging issue was so much that i had to factory reset the phone the problem still persists .,నా డేటా కాంటాక్ట్‌లన్నీ పోయాయి. హ్యాంగింగ్ సమస్య చాలా ఎక్కువగా ఉండటం వల్ల నేను ఫోన్‌ను ఫ్యాక్టరీ రీసెట్ చేయాల్సి వచ్చింది కానీ సమస్య ఇప్పటికీ అలాగే ఉంది.,English,Telugu,E
i am not a heavy gamer. hardly installed a few useful apps like flipkart. paytm uber. user interface and screen touch is very poor .,నేను భారీ గేమర్‌ని కాదు. ఫ్లిప్‌కార్ట్ వంటి కొన్ని ఉపయోగకరమైన యాప్‌లను ఇన్‌స్టాల్ చేసుకోలేదు. పేటీఎం ఉబెర్. యూజర్ ఇంటర్‌ఫేస్ మరియు టచ్ స్క్రీన్ అస్సలు బాలేదు.,English,Telugu,E
i want my money back from asus company .,నాకు ఆసుస్ కంపెనీ నుండి నా డబ్బు తిరిగి కావాలి.,English,Telugu,E
finger print scanner is very bad .,ఫింగర్ ప్రింట్ స్కానర్ అస్సలు బాగాలేదు.,English,Telugu,E
display brokened in simple fall,సాధారణ పతనంలోనే డిస్ప్లే విరిగిపోయింది,English,Telugu,E
extremely high end phone for professional .,నిపుణుల కోసం చాలా హై ఎండ్ ఫోన్ ఇది.,English,Telugu,E
"bought three months ago , no hanging , not at all slow , camera one of the best rocking camera , no one can bet this phone ever in this price range .","మూడు నెలల క్రితం కొన్నాను, హ్యాన్గింగ్ లేదు, అస్సలు స్లోగా లేదు, అత్యుత్తమ కెమెరాలలో ఒకటి, ఈ ధర కి ఈ ఫోన్‌ను ఎవరూ పందెం వేయలేరు.",English,Telugu,E
it &apos;s a mother of all phones .,ఇది అన్ని ఫోన్లకు తల్లి లాంటిది.,English,Telugu,E
"best ever 6gb phone phone , smooth performance , excellent performance , it &apos;s amazing .","అత్యుత్తమ 6gb ఫోన్, సులభమైన పర్ఫర్మ్యాన్స్, ఇది అద్భుతంగా ఉంది.",English,Telugu,E
go for this phone .,ఈ ఫోన్ కొనండి.,English,Telugu,E
lot of bugs and software issues .,చాలా బగ్‌స్ మరియు సాఫ్ట్‌వేర్ సమస్యలు ఉన్నాయి.,English,Telugu,E
"camera performance poor , no galley , no scanner , no call recording , no return and refund , battery performance much better , when we are using redmi phone we can &apos;t accept this one , sound problems also , some time no ring","కెమెరా పర్ఫర్మ్యాన్స్ చెత్తగా ఉంది, గ్యాలరీ లేదు, స్కానర్ లేదు, కాల్ రికార్డింగ్ లేదు, రిటర్న్ మరియు రీఫండ్ లేదు, బ్యాటరీ పర్ఫర్మ్యాన్స్ చాలా మెరుగ్గా ఉంది, మనం redmi ఫోన్ ఉపయోగిస్తున్నప్పుడు దీన్ని ఆక్సిప్టు చేయలేము, సౌండ్ సమస్యలు కూడా ఉన్నాయి, కొంతకాలం రింగ్ అవ్వదు",English,Telugu,E
"mobile is nice , camera quality is average , battery is awesome , screen quality is good , but some times finger print is not working { lagaging } , giving review after 5 months. hope this review useful to all","మొబైల్ బాగుంది, కెమెరా క్వాలిటీ యావరేజ్ గా ఉంది, బ్యాటరీ అద్భుతంగా ఉంది, స్క్రీన్ క్వాలిటీ బాగుంది, కానీ కొన్నిసార్లు ఫింగర్ ప్రింట్ పనిచేయడం లేదు { ల్యాగ్ అవుతుంది}, 5 నెలల తర్వాత రివ్యూ ఇస్తున్నాను. ఈ రివ్యూ అందరికీ ఉపయోగకరంగా ఉంటుందని నేను అనుకుంటున్నాను.",English,Telugu,E
i am very happy with it &apos;s very nice allrounder performance,అతని ఆల్ రౌండర్ పర్ఫర్మ్యాన్స్ చాలా బాగుందని నేను చాలా సంతోషంగా ఉన్నాను.,English,Telugu,E
"at the time of writing , all is good .","రాసే సమయానికి, అంతా బాగానే ఉంది.",English,Telugu,E
is not good battery backup is nice but overall performance is very bad. dont buy it in this price,బ్యాటరీ బ్యాకప్ మంచిది కాదు కానీ మొత్తం మీద  పర్ఫర్మ్యాన్స్ అసలు బాలేదు. అందుకే ఈ ధరకు కొనకండి.,English,Telugu,E
good for gaming and many purposes,గేమింగ్ మరియు అనేక ప్రయోజనాలకు మంచిది.,English,Telugu,E
they gave me trashy phone and didn &apos;t change my piece tell me to go to service centre .,"వాళ్ళు నాకు చెత్త ఫోన్ ఇచ్చి నా ప్రోడక్ట్ మార్చుకోలేదు, సర్వీస్ సెంటర్ కి వెళ్ళమని చెప్పారు.",English,Telugu,E
why should i go to service center and why can &apos;t you give me a good piece ?,నేను సర్వీస్ సెంటర్ కి ఎందుకు వెళ్ళాలి మరియు మీరు నాకు మంచి ప్రోడక్ట్ ఎందుకు ఇవ్వలేరు?,English,Telugu,E
worst service ever total fraud .,"ఇప్పటివరకు నాకు జరిగిన చాలా చెత్త సేవ, మొత్తం మోసమే.",English,Telugu,E
it &apos;s hang many time even it has 6 gb ram .,6 gb ర్యామ్ ఉన్నప్పటికీ ఇది చాలాసార్లు హ్యాంగ్ అవుతుంది.,English,Telugu,E
this is my 2nd asus smartphone within 3 years .,3 సంవత్సరాలలో ఇది నా రెండవ ఆసుస్ స్మార్ట్‌ఫోన్.,English,Telugu,E
"prior to this , i have used asus zenfone 2 laser which is also functional presently .","దీనికి ముందు, నేను ఆసుస్ జెన్‌ఫోన్ 2 లేజర్‌ను ఉపయోగించాను, అది కూడా ప్రస్తుతం పనిచేస్తోంది.",English,Telugu,E
gone are the days of that smartphone maker which says &quot; india ka smartphone &quot; .,"""ఇండియా కా స్మార్ట్ ఫోన్"" అని స్మార్ట్‌ఫోన్ తయారీదారులు చెప్పే రోజులు పోయాయి.",English,Telugu,E
now asus is the leader in this segment and above on the basis of my experience .,నా అనుభవం ఆధారంగా ఇప్పుడు ఆసుస్ ఈ విభాగంలో మరియు అంతకంటే ఎక్కువ విభాగంలో లీడర్ ఉంది.,English,Telugu,E
"the phone is sturdy , macho and robust .","ఈ ఫోన్ దృఢంగా, మ్యాచోగా మరియు దృఢంగా ఉంది.",English,Telugu,E
battery back-up is excellent .,బ్యాటరీ బ్యాకప్ అద్భుతంగా ఉంది.,English,Telugu,E
the phone is packed with 5000mah battery which proves its prowess .,"ఈ ఫోన్ 5000mAh బ్యాటరీతో నిండి ఉంది, ఇది దాని సామర్థ్యాన్ని రుజువు చెప్తోంది.",English,Telugu,E
it has dual volte by which one can use two jio sims &apos; .,"ఇది డ్యూయల్ వోల్ట్ కలిగి ఉంది, దీని ద్వారా ఒకరు రెండు జియో సిమ్‌లను ఉపయోగించవచ్చు &apos; .",English,Telugu,E
first of all thank you flipkart for fast delivery service .,"ముందుగా ఫ్లిప్‌కార్ట్ వారికి ధన్యవాదాలు, వేగవంతమైన డెలివరీ సర్వీస్ ఇచ్చినందుకు.",English,Telugu,E
"camera is awsome specially in low light , sun light .","ముఖ్యంగా తక్కువ వెలుతురు, మరియు  సూర్యకాంతిలో కెమెరా అద్భుతంగా ఉంది.",English,Telugu,E
although auto focus is overall good too .,అయితే ఆటో ఫోకస్ మొత్తం మీద బాగుంది.,English,Telugu,E
battery management could be better doesn &apos;t affect in normal use but drains a bit faster while playing heavy games like pubg .,"బ్యాటరీ మానేజ్మెంట్ మెరుగ్గా ఉంటే బాగుండేది, సాధారణ వినియోగంలో ఇది నార్మల్ కాదు కానీ pubg వంటి భారీ ఆటలు ఆడుతున్నప్పుడు కొంచెం వేగంగా అయిపోతుంది.",English,Telugu,E
"processor sd636 works good , no heating issues found till now even pubg runs smoothly .","sd636 ప్రాసెసర్ బాగా పనిచేస్తుంది, ఇప్పటివరకు వేడి అయ్యే సమస్యలు ఏవీ కనపడలేదు, pubg కూడా సజావుగా నడుస్తుంది.",English,Telugu,E
review after using 12 days .,12 రోజులు ఉపయోగించిన తర్వాత రివ్యూ చేయండి.,English,Telugu,E
not full size display in youtube .,యూట్యూబ్‌లో పూర్తి సైజు డిస్‌ప్లే లేదు.,English,Telugu,E
but it is awesome,కానీ అది అద్భుతం.,English,Telugu,E
value for money 5,డబ్బుకు విలువ 5,English,Telugu,E
i love this mobile .,నాకు ఈ మొబైల్ చాలా ఇష్టం.,English,Telugu,E
best gaming phone under 15k,15 వేల లోపు బెస్ట్ గేమింగ్ ఫోన్,English,Telugu,E
waste product no one purchase that kind of mobiles in any asus product,"వ్యర్థమైన ప్రోడక్ట్, ఎవరూ ఏ ఆసుస్ ప్రోడక్ట్ లోనూ ఆ రకమైన మొబైల్‌లను కొనుగోలు చేయకండి.",English,Telugu,E
best mobiles in rs 12999,"12,999 రూపాయల ధరలో లభించే మంచి మొబైల్స్",English,Telugu,E
when calling often hang .,కాల్ చేసినప్పుడు తరచుగా ఫోన్ కట్ అవుతుంది.,English,Telugu,E
some time hang some function .,కొన్ని ఫంక్షన్లు కొంతకాలం ఆగిపోతాయి.,English,Telugu,E
all things are excellent except camera .,కెమెరా తప్ప మిగతావన్నీ బాగున్నాయి.,English,Telugu,E
long battery life and 6gb ram is best pro for it .,ఎక్కువ బ్యాటరీ లైఫ్ మరియు 6gb ర్యామ్ దీనికి మంచి ప్రో అవుతుంది.,English,Telugu,E
only thing that i am not able to cast my phone .,"ఒకే ఒక్క విషయం ఏంటంటే, నా ఫోన్‌ను క్యాస్ట్ చేయలేక పోతున్నాను.",English,Telugu,E
there is some issue with screen mirroring .,స్క్రీన్ మిర్రరింగ్‌లో కొంత సమస్య ఉంది.,English,Telugu,E
please fix this issue to get more rating for the phone .,ఫోన్‌కు మరిన్ని రేటింగ్ పొందడానికి దయచేసి ఈ సమస్యను పరిష్కరించండి.,English,Telugu,E
overall phone is working fine till now .,మొత్తం మీద ఫోన్ ఇప్పటివరకు బాగానే పనిచేస్తోంది.,English,Telugu,E
nice product thank you asus and nice delivery time to time,మంచి ప్రోడక్ట్; ఆసుస్ కి ధన్యవాదాలు మరియు ఎప్పటికప్పుడు మంచి డెలివరీ ఇస్తున్నారు.,English,Telugu,E
"after using this product , i become die-hard fan of asus .","ఈ ప్రోడక్ట్ ని ఉపయోగించిన తర్వాత, నేను ఆసుస్ కి వీరాభిమానిని అయ్యాను.",English,Telugu,E
it &apos;s so amazing smartphone at so reasonable price .,ఇంత తక్కువ ధరకు ఇది చాలా అద్భుతమైన స్మార్ట్‌ఫోన్.,English,Telugu,E
loved everything of it .,అంతా నచ్చింది.,English,Telugu,E
"actually , in fact , after buying it i become so addictive to it , spent hours .","నిజానికి, దానిని కొన్న తర్వాత నేను దానికి చాలా బానిసయ్యాను, గంటలు గడిపాను.",English,Telugu,E
"ya , i know never to get addict to something but this is so marvelous .","అవును, నాకు ఎప్పుడూ దేనికీ బానిస కాకూడదని తెలుసు కానీ ఇది చాలా అద్భుతంగా ఉంది.",English,Telugu,E
keep it up asus !,ఇలాగే కొనసాగించండి ఆసుస్!,English,Telugu,E
thanks for coming in my life .,నా జీవితంలోకి వచ్చినందుకు ధన్యవాదాలు.,English,Telugu,E
for this price its performance really awesome this is my first time comment after purchasing of several mobiles,"ఈ ధరకు దీని పర్ఫర్మ్యాన్స్ నిజంగా అద్భుతం, చాలా మొబైల్స్ కొన్న తర్వాత ఇది నా మొదటి కామెంట్.",English,Telugu,E
best mobile it &apos;s really good,"మంచి మొబైల్, ఇది నిజంగా బాగుంది.",English,Telugu,E
best and good performance and compare to all prices mobiles this is the best .,చాల మంచిది మరియు మంచి పర్ఫర్మ్యాన్స్ మరియు అన్ని ధరల మొబైల్‌లతో పోల్చితే ఇదే మంచి మొబైల్.,English,Telugu,E
"it mainly good on speed , gaming , accessibility , easy to access , better battery , good processor , . etc are best in this mobile so make chance to buy this one","ఇది ప్రధానంగా వేగం, గేమింగ్, యాక్సెసిబిలిటీ, సులభంగా యాక్సెస్, మెరుగైన బ్యాటరీ, మంచి ప్రాసెసర్, ఈ మొబైల్ లో మొదలైనవి ఉత్తమమైనవి కాబట్టి దీన్ని కొనడానికి అవకాశం ఇవ్వండి.",English,Telugu,E
best smartphone in the 15k segment .,"15,000 విభాగంలో అత్యుత్తమ స్మార్ట్‌ఫోన్.",English,Telugu,E
# error !,# లోపం!,English,Telugu,E
# error !,# లోపం!,English,Telugu,E
# error !,# లోపం!,English,Telugu,E
# error !,# లోపం!,English,Telugu,E
# error !,# లోపం!,English,Telugu,E
for a smartphone in 15k range it stands quite good with other competitors .,15 వేల రేంజ్‌లో ఉన్న స్మార్ట్‌ఫోన్‌కు ఇది ఇతర పోటీదారులతో పోలిస్తే చాలా బాగుంది.,English,Telugu,E
i personally liked the smartphone very much .,నాకు వ్యక్తిగతంగా ఆ స్మార్ట్‌ఫోన్ చాలా నచ్చింది.,English,Telugu,E
"nice ram management , i bought this product 12k , valu for mony","RAM నిర్వహణ బాగుంది, నేను ఈ ప్రోడక్ట్ ని 12 వేలకు కొన్నాను, డబ్బుకు తగిన విలువ.",English,Telugu,E
very bad camera clarity .,కెమెరా స్పష్టత చాలా తక్కువగా ఉంది.,English,Telugu,E
valuable product below 15000,15000 కంటే తక్కువ విలువైన ప్రోడక్ట్,English,Telugu,E
surprisingly amazed by the quality and first class performance .,ఆశ్చర్యకరంగా నాణ్యత మరియు ఫస్ట్ క్లాస్ పర్ఫర్మ్యాన్స్ చూసి ఆశ్చర్యపోయాను.,English,Telugu,E
thanks to flipkart and asus for making such a good gadget affordable .,ఇంత మంచి గాడ్జెట్‌ను తక్కువ ధరకు అందించిన ఫ్లిప్‌కార్ట్ మరియు ఆసుస్‌లకు ధన్యవాదాలు.,English,Telugu,E
"no complaints till date , i am a happy customer .","ఇప్పటివరకు ఎటువంటి ఫిర్యాదులు లేవు, నేను సంతోషకరమైన కస్టమర్‌ని.",English,Telugu,E
awesome mobile at this price .,ఈ ధరకు అద్భుతమైన మొబైల్.,English,Telugu,E
one of its amazing feature which is not present in any mobile is it &apos;s connectivity with external hard disk .,ఏ మొబైల్ లో లేని అద్భుతమైన లక్షణాలలో ఒకటి దీని ఎక్సటర్నల్ హార్డ్ డిస్క్ తో కనెక్టివిటీ.,English,Telugu,E
it supports 1 tb hard disk just like laptop .,ఇది ల్యాప్‌టాప్ లాగానే 1 TB హార్డ్ డిస్క్‌ను సపోర్ట్ చేస్తుంది.,English,Telugu,E
mobile is unable to connect to the wifi .,మొబైల్ వైఫైకి కనెక్ట్ అవ్వడం సాధ్యం కాలేదు.,English,Telugu,E
looks like its an defect piece .,అది డిఫెక్ట్ ఉన్న ప్రోడక్ట లా కనిపిస్తోంది.,English,Telugu,E
best battery in this budget lasts almost two days,ఈ బడ్జెట్ లో చాలా మంచి బ్యాటరీ దాదాపు రెండు రోజులు ఉంటుంది,English,Telugu,E
awesome camera both rear and selfie,వెనుక వైపు మరియు సెల్ఫీ రెండింటిలోనూ అద్భుతమైన కెమెరా.,English,Telugu,E
camera app not much user friendly,కెమెరా యాప్ అంత యూజర్ ఫ్రెండ్లీగా లేదు.,English,Telugu,E
best buy in this price range .,ఈ ధర పరిధిలో మంచి కొనుగోలు.,English,Telugu,E
"okayish camera quality , memory expandability and battery life !","కెమెరా నాణ్యత, మెమరీ విస్తరణ మరియు బ్యాటరీ లైఫ్ బాగుంది!",English,Telugu,E
i am using the phone since november .,నేను నవంబర్ నుండి ఫోన్ వాడుతున్నాను.,English,Telugu,E
its an excellent phone and suits all my requirements .,ఇది అద్భుతమైన ఫోన్ మరియు నా అన్ని అవసరాలకు సరిపోతుంది.,English,Telugu,E
after using for 3 months,3 నెలలు ఉపయోగించిన తర్వాత,English,Telugu,E
pros : the camera biggest plus is its battery .,ప్రోస్: కెమెరా యొక్క అతిపెద్ద ప్లస్ దాని బ్యాటరీ.,English,Telugu,E
way better than xiomi .,xiomi కంటే చాలా బాగుంది.,English,Telugu,E
screen display and touch are good .,స్క్రీన్ డిస్ప్లే మరియు టచ్ బాగున్నాయి.,English,Telugu,E
sound quality and build is good .,ధ్వని నాణ్యత మరియు నిర్మాణం బాగుంది.,English,Telugu,E
fits well in hand,చేతిలో బాగా సరిపోతుంది,English,Telugu,E
cons : selfie camera is not that great .,కాన్స్: సెల్ఫీ కెమెరా అంత గొప్పది కాదు.,English,Telugu,E
camera app like b12 can be downloaded to take good custom selife .,మంచి కస్టమ్ సెల్ఫీలు తీసుకోవడానికి b12 వంటి కెమెరా యాప్‌లను డౌన్‌లోడ్ చేసుకోవచ్చు.stopped here,English,Telugu,E
