src,tgt,src_lang,tgt_lang,domain
no company will give you this type of extraordinary specs under 15000rs .,कोणतीही कंपनी तुम्हाला 15000 रुपयांपेक्षा कमी किंमतीत अशा प्रकारचे असाधारण स्पेसिफिकेशन देणार नाही.,English,Marathi,E
"phone display , performance and battery backup is beyond your expectations .","फोनचा डिस्प्ले, परफॉर्मन्स आणि बॅटरी बॅकअप तुमच्या अपेक्षेपेक्षाही जास्त आहे.",English,Marathi,E
camera is also fine .,कॅमेरा देखील चांगला आहे.,English,Marathi,E
close your eyes and buy it .,डोळे बंद करा आणि खरेदी करा.,English,Marathi,E
you will not get regret .,तुम्हाला पश्चाताप होणार नाही.,English,Marathi,E
worry free go for it .,चिंता करू नका घेऊन टाका.,English,Marathi,E
6 gb ram 64 rom,6 जीबी रॅम 64 रोम,English,Marathi,E
16 mp front cam .,16 एमपी फ्रंट कॅमेरा.,English,Marathi,E
in this price range .,या किंमतीच्या रेंजमध्ये.,English,Marathi,E
got in first sale .,पहिल्या विक्रीत मिळाले.,English,Marathi,E
"at first place , i was convinced of not to buy rn5p as the price shot up after its initial sale and it was just an artificial raise because of its demand and not worth of it .","सुरुवातीला, मी rn5p खरेदी करणार नव्हतो कारण त्याच्या सुरुवातीच्या विक्रीनंतर किंमत वाढली पण ही वाढ त्याच्या गुणवत्तेमुळे नसून निव्वळ कृत्रिमरित्या केल्या गेली होती.",English,Marathi,E
"at the time i was waiting for a mobile in this price range , then came was this beast .","जेव्हा मी या किंमतीच्या रेंजमधील मोबाईलची वाट पाहत होतो, तेव्हा हा बाजारात आला.",English,Marathi,E
let me not go into the review of specifications as many had hit the right chords .,मी स्पेसिफिकेशन्सच्या चर्चेत पडत नाही कारण अनेकांनी त्यावर ताशेरे ओढले होते.,English,Marathi,E
if you are looking for a quality mobile which values your every penny then close your eyes and go grab one at once .,तुम्ही जर तुमच्या एकूण एका पैशाचा मोबदला देणारा दर्जेदार मोबाईल शोधत असाल तर खुशाल डोळे बंद करा आणि लगेच हा घ्या.,English,Marathi,E
phone is just awesome .,हा फोन अगदी अवाक करणारा आहे.,English,Marathi,E
camera is good batter backup is just amazing i charged it 100 % at 11am and next day its 12 : 13pm still battery is 40 % .,"कॅमेरा छान आहे बॅटरी बॅकअप तर कमालीचा आहे, मी तो सकाळी 11 वाजता 100% चार्ज केला आणि दुसऱ्या दिवशी दुपारी 12:13 वाजताही बॅटरी चक्क 40% आहे.",English,Marathi,E
"camera is also good but after updating system update , pic have lot of noice. look is just awesome and superlight weigh compare to mi note 5 pro. and it is way way better than note","कॅमेरा देखील चांगला आहे परंतु सिस्टम अपडेट केल्यानंतर, चित्रात खूप आवाज आहे. Mi note 5 pro च्या तुलनेत मस्त दिसतो आणि अगदी हलका आहे. आणि Note पेक्षा हा कितीतरी पटींनी चांगला आहे.",English,Marathi,E
battery backup is good .,बॅटरी बॅकअप चांगला आहे.,English,Marathi,E
face unlock is satisfactory,फेस अनलॉक व्यवस्थित आहे,English,Marathi,E
great hardware let down by awful buggy software implementation .,भंकस बग्ज् भरलेल्या सॉफ्टवेअरमुळे उत्कृष्ट हार्डवेअर व्यर्थ झाले.,English,Marathi,E
only saving grace is the awesome developer support on xda which ensures you don 't depend on asus for the right software .,फक्त एकच बाब वाचवणारी आहे ती म्हणजे xda वरील उत्तम डेव्हलपर सपोर्ट जो हे सुनिश्चित करतो की तुम्ही योग्य सॉफ्टवेअरसाठी Asusवर अवलंबून नाही आहात.,English,Marathi,E
go for it only if you are the adventures type and ready to flash custom roms to unlock the full potential .,जर तुम्ही धाडसी प्रवृत्तीचे असाल आणि पूर्ण क्षमता अनलॉक करण्यासाठी कस्टम रोम फ्लॅश करण्यास तयार असाल तरच ते करा.,English,Marathi,E
amazing product in affordable price .,वाजवी किंमतीत आश्चर्यकारक उत्पाद.,English,Marathi,E
i loved the battery life as it 's been working smoothly since last 3 days .,मला बॅटरी लाईफ आवडले कारण ती गेल्या 3 दिवसांपासून सुरळीत काम करत आहे.,English,Marathi,E
thanks for on time delivery .,वेळेवर डिलीव्हर केल्याबद्दल धन्यवाद.,English,Marathi,E
non asus users try to give a sort .,गैर Asus यूजर्स एक निवड देण्याचा प्रयत्न करतात.,English,Marathi,E
this phone is almost perfect .,हा फोन जवळपास परफेक्ट आहे.,English,Marathi,E
looks great in the grey color .,ग्रे रंगात छान दिसतो.,English,Marathi,E
performance is also awesome .,परफॉर्मन्स सुद्धा उत्कृष्ट आहे.,English,Marathi,E
battery life is insane .,बॅटरी लाईफ भलतेच चांगले आहे.,English,Marathi,E
cameras are also very good .,कॅमेरेही खूप चांगले आहेत.,English,Marathi,E
only the camera app needs to be improved .,फक्त कॅमेरा एपमध्ये सुधारणा हवी आहे.,English,Marathi,E
"there are lot of bugs in the phone , like the wifi looses connection automatically and camera app crashes .","फोनमध्ये बरेच बग्स आहेत, जसे की वायफायचे कनेक्शन आपोआप कमी होते आणि कॅमेरा ॲप क्रॅश होते.",English,Marathi,E
asus has been pushing updates and one thing gets a little better but then there is some other new bug .,असुस वेळोवेळी अपडेट होत आहे आणि एक काहीतरी थोडे चांगले होते परंतु नंतर आणखी एक नवीन बग येतो.,English,Marathi,E
asus need to improve camera of the mobile,असुसला मोबाईलचा कॅमेरा सुधारण्याची गरज आहे.,English,Marathi,E
"excellent phone considering its price.i always prefer asus over mi.pros- battery , display , lag free performance , stock android cons- camera performance in low light conditions especially front cam , lack of any gorilla glass .","किंमतीचा विचार करता हा उत्कृष्ट फोन आहे. मी नेहमी mi.pros पेक्षा असूस पसंत करतो. - बॅटरी, डिस्प्ले, लेग-फ्री परफॉर्मन्स, कमी प्रकाशाच्या परिस्थितीत स्टॉक अँड्रॉइड कॉन्स-कॅमेरा परफॉरमन्स, विशेषतः फ्रंट कॅमेरा, गोरिल्ला ग्लासचा अभाव.",English,Marathi,E
have to handel carefully.best buy in this price range .,काळजीपूर्वक हॅंडल करावा लागेल. या किंमतीच्या श्रेणीत खरेदी करणे चांगले.,English,Marathi,E
hope asus providers least 2 major os updates and time to time updates.happy about thepurchase .,आशा आहे की असूस 2 प्रमुख ओएस अपडेट्स आणि वेळोवेळी अपडेट्स देतील. विकत घेतल्याबद्दल खुश आहे.,English,Marathi,E
good sound quality and louder too,चांगली साऊंड क्वालिटी आणि आवाजदेखील आहे.,English,Marathi,E
not much slim as it packs 5000mah,5000mah पॅक असल्याने ते खूप बारीक नाही.,English,Marathi,E
some major apps required like,काही प्रमुख ॲप्स आवश्यक आहेत जसे की-,English,Marathi,E
front flash is not working maybe some settings have changed,"फ्रंट फ्लॅश काम करत नाही, कदाचित काही सेटिंग्ज बदलल्या असतील.",English,Marathi,E
low light photography not upto mark,कमी प्रकाशातली फोटोग्राफी लक्षणीय नाही.,English,Marathi,E
call recording option missing,कॉल रेकॉर्डिंगचा पर्याय नाही.,English,Marathi,E
excellent mobile and till date no issue after the use of a week .,उत्कृष्ट मोबाईल आणि एका आठवड्याच्या वापरानंतर आजपर्यंत कोणतीही समस्या नाही.,English,Marathi,E
i purchase this mobile in first flash sale with a fear of camera performance but i was right in deal .,"मी कॅमेरा परफॉर्मन्सच्या भीतीने पहिल्या फ्लॅश सेलमध्ये हा मोबाईल विकत घेतला, पण मी व्यवहारात बरोबर होतो.",English,Marathi,E
no issue with camera .,कॅमेऱ्यात कोणतीही अडचण नाही.,English,Marathi,E
awesome mobile value for money .,पैस्याच्या किंमतीत खूप छान मोबाईल आहे.,English,Marathi,E
# awesome i love this phone .,#खूप छान आहे. मला हा फोन खूप आवडतो.,English,Marathi,E
i m worried about camera bcz at night u can can 't click photos closely .,मला कॅमेर्‍याचे टेंशन आहे कारण रात्री तुम्ही जवळून फोटो क्लिक नाही करू शकत.,English,Marathi,E
if u focus a closer object u find all photo is white due to white reflections. can i resolve this ?,जर तुम्ही जवळच्या वस्तूवर लक्ष केंद्रित केले तर पांढर्‍या परावर्तनमुळे तुम्हाला सगळे फोटो पांढरे दिसेल. मी हे सोडवू शकतो का?,English,Marathi,E
fingerprint is not working,फिंगरप्रिंट काम करत नाही.,English,Marathi,E
faster delivery . super phone,फास्ट डिलेवरी. उत्कृष्ट फोन.,English,Marathi,E
battery backup is too good .,बॅटरी बॅकअप खूप चांगला आहे.,English,Marathi,E
it is the best phone in15k,हा 15 हजारातील सर्वोत्तम फोन आहे.,English,Marathi,E
this is an awesome phone. where i played pubg for 3 hours continuously and there was no heating issue. the battery is awesome how much ever you use. it won 't drain up fastly .,हा एक जबरदस्त फोन आहे. जिथे मी सलग 3 तास पबजी खेळतो आणि तिथे उष्णतेची कोणतीही समस्या नव्हती. तुम्ही कधी कितीही वापरता याची बॅटरी जबरदस्त आहे. ते वेगाने बाहेर पडणार नाही.,English,Marathi,E
finally asus has made a good come back. but i request asus to give an update on camera .,शेवटी असूसने चांगले पुनरागमन केले आहे. पण मी असूसला कॅमेऱ्यावर अपडेट देण्याची रिक्वेस्ट करतो.,English,Marathi,E
"good phone , thanks flipkart .","चांगला फोन आहे, थॅंक्स फ्लीपकार्ट.",English,Marathi,E
camera isn 't working properly in low light condition otherwise camera osm in daylight condition,"कॅमेरा कमी प्रकाशात योग्यरित्या कार्य करत नाही, अन्यथा कॅमेरा दिवसाच्या प्रकाशात जबरदस्त आहे.",English,Marathi,E
best phone. good battery .,सर्वोत्तम फोन. चांगली बॅटरी आहे.,English,Marathi,E
camera and performance is great .,कॅमेरा आणि परफॉर्मन्स उत्तम आहे.,English,Marathi,E
everything good except camera,कॅमेरा सोडून सर्व काही चांगले आहे.,English,Marathi,E
camera in very primitive stage .,कॅमेरा अतिशय आदिम टप्प्यात आहे.,English,Marathi,E
lacks even basic things :,मूलभूत गोष्टींचा देखील अभाव आहे :,English,Marathi,E
like you can 't zoom a pic taken in cam app,जसे की तुम्ही कॅम अॅपमध्ये घेतलेला फोटो झूम करू शकत नाही.,English,Marathi,E
no slow motion or any other mode,स्लो मोशन किंवा इतर कोणतीही पद्धत नाही.,English,Marathi,E
no option to click anywhere on screen,स्क्रीनवर कुठेही क्लिक करण्याचा पर्याय नाही.,English,Marathi,E
"don 't expect great photos , just normal pics .","चांगल्या फोटोजची अपेक्षा करू नका, फक्त सामान्य फोटो आहे.",English,Marathi,E
else this is a master in all fields .,अन्यथा हा सर्व फील्डमध्ये मास्टर आहे.,English,Marathi,E
you can buy blindly .,तुम्ही विचार न करता खरेदी करू शकता.,English,Marathi,E
good phone low price super camera fast working long battery.l very very happy,"चांगला फोन आहे, कमी किंमतीचा आहे, सुपर कॅमेरा आहे, वेगाने काम करणारा आहे, जास्त वेळ टिकणारी बॅटरी आहे. मी खूप खुश आहे.",English,Marathi,E
camera is not up to the mark .,कॅमेरा योग्य दर्जाचा नाही.,English,Marathi,E
5mp rear for focusing is just for name sake .,लक्ष केंद्रित करण्यासाठी 5 मेगापिक्सेल रियर कॅमेरा फक्त नावापुरता आहे.,English,Marathi,E
only good thing with in the range of 15k is 6gb ram and 5000 battery,15 हजारांच्या श्रेणीतील एकमेव चांगली गोष्ट म्हणजे 6gb रॅम आणि 5000 बॅटरी.,English,Marathi,E
believe me asus zenfone 2 camera is 1000 times better than this max pro1 camera,माझ्यावर विश्वास ठेवा की असूस झेनफोन 2 कॅमेरा या मॅक्स प्रो1 कॅमेऱ्यापेक्षा 1000 पट चांगला आहे.,English,Marathi,E
"very very good phone , support true dual volte and fullhd + display make your experience very great with this phone .","खूपच चांगला फोन, ट्रू ड्युयल वोल्ट आणि फुलएचडीला सपोर्ट करतो, सोबतच हा फोन तुमचा एक्सपेरीयंस खूप चांगला बनवते.",English,Marathi,E
and 8.1 is very good to use and user-friendly .,आणि 8.1 वापरण्यासाठी आणि वापरकर्त्यासाठी खूप चांगला आहे.,English,Marathi,E
the awesome phone i 've bought in the budget in 15k .,"हा जबरदस्त फोन आहे, मी बजेटमध्ये 15 हजारात विकत घेतला.",English,Marathi,E
this phone is all-rounder .,हा फोन सगळ्या गोष्टींसाठी योग्य आहे.,English,Marathi,E
battery stays alive more than 1.5 days after playing pubg .,पबजी खेळल्यानंतर 1.5 दिवसांपेक्षा जास्त काळ बॅटरी जास्त वेळ टिकते.,English,Marathi,E
the best phone under 25k .,25 हजारांपेक्षा कमी किंमतीचा सर्वोत्तम फोन आहे.,English,Marathi,E
it 's better than perfect,ते पूर्णतेपेक्षा चांगले आहे.,English,Marathi,E
camera not as expected compared to other mobiles in this range .,या रेंजमध्ये इतर मोबाईलच्या तुलनेत कॅमेरा अपेक्षेप्रमाणे नाही.,English,Marathi,E
good phone . but i need native video calling,चांगला फोन आहे. पण मला नेटीव व्हिडिओ कॉलिंगची गरज आहे.,English,Marathi,E
i am fully amazed to see its battery performance .,त्याचा बॅटरी परफॉर्मन्स पाहून मी तर आश्चर्य वाटत आहे.,English,Marathi,E
must buy for anyone .,"कोणासाठीही खरेदी करणे, आवश्यक आहे.",English,Marathi,E
camera is also fine and in daylight its awesome .,कॅमेरा देखील चांगला आहे आणि दिवसा जबरदस्त आहे.,English,Marathi,E
no problem to buy it .,खरेदी करण्यात कोणतीही अडचण नाही.,English,Marathi,E
mobile is dope .,मोबाईल तर एकदम भारी आहे.,English,Marathi,E
if you are confused between red mi note 5 pro 4gb varient and max pro m1 6gb varient .,जर तुम्ही रेड मी नोट 5 प्रो 4gb वेरीएंट आणि मॅक्स प्रो m1 6gb वेरीएंटमध्ये गोंधळून गेले तर.,English,Marathi,E
zenfone is a clean winner .,झेनफोन हा तर बेस्ट आहे.,English,Marathi,E
"except the camera , every other aspect is better in zenfone than note 5 pro .","कॅमेरा वगळता, नोट 5 प्रोपेक्षा झेनफोनमधील इतर सर्व पैलू चांगले आहेत.",English,Marathi,E
excellent smart mobile with excellent performance and meet everyone expectation .,उत्कृष्ट परफॉर्मन्ससह उत्कृष्ट स्मार्ट मोबाईल आणि प्रत्येकाच्या अपेक्षा पूर्ण करतो.,English,Marathi,E
awesome phone with great specifications but screen is a bit yellowish,"उत्तम वैशिष्ट्यांसह जबरदस्त फोन आहे, पण स्क्रीन थोडी पिवळी आहे.",English,Marathi,E
"very nice device , i gifted this to my friend .","खूप छान डिवाईस आहे, मी हे माझ्या मित्राला भेट दिले.",English,Marathi,E
nice phone with amazing facilities .battery backup two days standing,उत्तम फेसिलिटीसह चांगला फोन आहे. बॅटरी बॅकअप असलेला चांगला फोन आहे.,English,Marathi,E
this phone has the best battery and i love it,या फोनमध्ये सर्वोत्तम बॅटरी आहे आणि मला ते आवडते.,English,Marathi,E
it 's great in overall but u may think twice for 5000may,"हा एकंदरीत खूप चांगला आहे, परंतु तुम्ही 5000mah बॅटरीसाठी दोनदा विचार करू शकता.",English,Marathi,E
thanks to asus for a beautiful device- like touching device .,टच स्क्रीन डिवाईससारख्या सुंदर डिवाईससाठी असूसला थॅंक्स.,English,Marathi,E
but it 's fingerprint sensor and double tap to wake up feature . very disappointing. also sometime charging issues .,पण हे फिंगरप्रिंट सेन्सर आहे आणि सुरू करण्याच्या फीचरसाठी डबल टॅप आहे. खूप निराशाजनक. कधीकधी चार्जिंगच्या समस्या देखील असतात.,English,Marathi,E
"overall the interface is good though it doesn 't have some call recording , applock , hide features .","एकंदरीत इंटरफेस चांगला आहे, जरी त्यात काही कॉल रेकॉर्डिंग, ॲपलॉक, हाइड वैशिष्ट्ये नाहीत.",English,Marathi,E
battery is good enough .,बॅटरी पुरेशी चांगली आहे.,English,Marathi,E
standby draining is more .,स्टँडबाय ड्रेनेज अधिक आहे.,English,Marathi,E
sometimes ui forced closes not most of the time .,"कधीमधी UI बंद होते, पण जास्त वेळा नाही.",English,Marathi,E
think ota updates will fix these .,कदाचित OTA अपडेट्सने हे ठीक होईल.,English,Marathi,E
expecting more updates from asus .,असूसकडून अधिक अपडेट्सची अपेक्षा आहे.,English,Marathi,E
front cam disturbance is more 16mp doesn 't justify picture quality .,फ्रंट कॅमेऱ्यातील अडथळा 16 मेगापिक्सेलपेक्षा जास्त असल्याने चित्राची क्वालिटी योग्य ठरत नाही.,English,Marathi,E
my device has a mic problem some times a weird sound comes out of the speaker .,"माझ्या डिव्हाईसमध्ये माईकची समस्या आहे, कधीकधी स्पीकरमधून एक विचित्र आवाज येतो.",English,Marathi,E
don 't know whether its software problem or speaker problem .,त्याची सॉफ्टवेअर समस्या आहे की स्पीकर समस्या हे माहित नाही.,English,Marathi,E
camera 9 / 10 ( except night mode front camera ),कॅमेरा 9/10 (नाईट मोड फ्रंट कॅमेरा वगळता) आहे.,English,Marathi,E
touch is butterly smooth .,टच खूप स्मूद आहे.,English,Marathi,E
grey colour looks gorgeous .,राखाडी रंग सुंदर दिसतो.,English,Marathi,E
overall excellent phone in this budget .,या बजेटमध्ये एकंदरीत उत्कृष्ट फोन आहे.,English,Marathi,E
we 'll each and every mobile has its pros and cons .,प्रत्येक मोबाईलचे फायदे आणि नुकसान आहेत.,English,Marathi,E
this mobile is very much with a pros than any other mobile .,हा मोबाईल इतर कोणत्याही मोबाईलपेक्षा खूप जास्त फायदेशीर आहे.,English,Marathi,E
