src,tgt,src_lang,tgt_lang,domain
awesome mobile value for money .,شاندار موبائل، پیسوں کی قیمت کے لحاظ سے بہترین۔,English,Urdu,E
# awesome i love this phone .,#واہ مجھے یہ فون پسند ہے۔,English,Urdu,E
i m worried about camera bcz at night u can can 't click photos closely .,مجھے کیمرے کے بارے میں فکر ہے کیونکہ رات کے وقت آپ قریب سے تصاویر نہیں لے سکتے۔,English,Urdu,E
if u focus a closer object u find all photo is white due to white reflections. can i resolve this ?,اگر آپ کسی قریب کے شے پر فوکس کریں تو آپ دیکھیں گے کہ ساری تصویر سفیدعکس کی ہو جاتی ہے۔ کیا میں اس مسئلے کو حل کر سکتا ہوں؟,English,Urdu,E
fingerprint is not working,فنگر پرنٹ کام نہیں کر رہا ہے,English,Urdu,E
faster delivery . super phone,تیزڈیلیوری۔ سپر فون,English,Urdu,E
battery backup is too good .,بیٹری بیک اپ بہت اچھا ہے۔,English,Urdu,E
it is the best phone in15k,یہ 15k میں بہترین فون ہے,English,Urdu,E
this is an awesome phone. where i played pubg for 3 hours continuously and there was no heating issue. the battery is awesome how much ever you use. it won 't drain up fastly .,یہ شاندار فون ہے۔ میں نے اس پر مسلسل 3 گھنٹے پب جی کھیلا اور کوئی ہیٹنگ کا مسئلہ نہیں آیا۔ بیٹری بھی زبردست ہے، چاہے جتنا بھی استعمال کریں، یہ تیزی سے ڈرین نہیں ہوتی۔,English,Urdu,E
finally asus has made a good come back. but i request asus to give an update on camera .,آخرکار ایسس نے اچھی واپسی کی ہے۔ لیکن میری درخواست ہے کہ ایسس کیمرے پر ایک اپڈیٹ فراہم کرے۔,English,Urdu,E
"good phone , thanks flipkart .",اچھا فون، شکریہ فلپ کارٹ۔,English,Urdu,E
camera isn 't working properly in low light condition otherwise camera osm in daylight condition,کیمرہ کم روشنی کے حالت میں صحیح طریقے سے کام نہیں کر رہا، ورنہ دن کی روشنی میں کیمرہ بہترین ہے۔,English,Urdu,E
best phone. good battery .,بہترین فون۔ اچھی بیٹری۔,English,Urdu,E
camera and performance is great .,کیمرہ اور کارکردگی بہترین ہے۔,English,Urdu,E
everything good except camera,کیمرے کے علاوہ سب کچھ اچھا ہے,English,Urdu,E
camera in very primitive stage .,کیمرہ بہت ابتدائی مرحلے میں ہے۔,English,Urdu,E
lacks even basic things :,بنیادی باتوں کا بھی فقدان ہے:,English,Urdu,E
like you can 't zoom a pic taken in cam app,جیسے آپ کیم ایپ میں لی گئی تصویر کو زوم نہیں کر سکتے,English,Urdu,E
no slow motion or any other mode,کوئی سلوموشن یا کوئی دوسرا موڈ نہیں۔,English,Urdu,E
no option to click anywhere on screen,اسکرین پر کہیں بھی کلک کرنے کا کوئی آپشن نہیں,English,Urdu,E
"don 't expect great photos , just normal pics .",بہترین تصاویر کی توقع نہ کریں، صرف عام تصاویر۔,English,Urdu,E
else this is a master in all fields .,ورنہ یہ تمام شعبوں میں ماہر ہے۔,English,Urdu,E
you can buy blindly .,آپ آنکھیں بند کر کے خرید سکتے ہیں۔,English,Urdu,E
good phone low price super camera fast working long battery.l very very happy,اچھا فون کم قیمت والا سپر کیمرا تیز کام کر رہا ہے لمبی بیٹری. میں بہت خوش ہو,English,Urdu,E
camera is not up to the mark .,کیمرہ معیار کے مطابق نہیں ہے۔,English,Urdu,E
5mp rear for focusing is just for name sake .,5 میگا پکسل کا ریئر کیمرہ صرف نام کے لیے فوکس کرنے کے کام آتا ہے۔,English,Urdu,E
only good thing with in the range of 15k is 6gb ram and 5000 battery,15 ہزار کی رینج میں صرف اچھی چیز 6GB رایم اور 5000mAh کی بیٹری ہے۔,English,Urdu,E
believe me asus zenfone 2 camera is 1000 times better than this max pro1 camera,یقین کریں کہ ایسس زینفون 2 کیمرا اس میکس پرو 1 کیمرا سے 1000 گنا بہتر ہے,English,Urdu,E
"very very good phone , support true dual volte and fullhd + display make your experience very great with this phone .",بہت ہی اچھا فون ہے، ٹرو ڈوئل وولٹی کی سپورٹ اور فل ایچ ڈی پلس ڈسپلے کے ساتھ آپ کا تجربہ اس فون کے ساتھ بہت بہترین ہو جاتا ہے۔,English,Urdu,E
and 8.1 is very good to use and user-friendly .,اور 8.1 بہت اچھا ہے استعمال کرنے کے لیے اور یوزر فرینڈلی ہے۔,English,Urdu,E
the awesome phone i 've bought in the budget in 15k .,یہ شاندار فون ہے جو میں نے 15 ہزار کے بجٹ میں خریدا ہے۔,English,Urdu,E
this phone is all-rounder .,یہ فون آل راؤنڈر ہے۔,English,Urdu,E
battery stays alive more than 1.5 days after playing pubg .,PUBG کھیلنے کے بعد بیٹری 1.5 دن سے زیادہ باقی رہتی ہے۔,English,Urdu,E
the best phone under 25k .,25 ہزار سے کم کا بہترین فون۔,English,Urdu,E
it 's better than perfect,یہ پرفیکٹ سے بھی بہتر ہے,English,Urdu,E
camera not as expected compared to other mobiles in this range .,کیمرہ اس رینج کے دوسرے موبائلز کے مقابلے میں جیسا توقع تھی ویسا نہیں ہے۔,English,Urdu,E
good phone . but i need native video calling,اچھا فون۔ لیکن مجھے مقامی ویڈیو کالنگ کی ضرورت ہے,English,Urdu,E
i am fully amazed to see its battery performance .,میں اس کی بیٹری کی کارکردگی دیکھ کر بالکل حیران ہوں۔,English,Urdu,E
must buy for anyone .,کسی کے لیے بھی خریدنا چاہیے۔,English,Urdu,E
camera is also fine and in daylight its awesome .,کیمرہ بھی اچھا ہے اور دن کی روشنی میں اس کا شاندار ہے۔,English,Urdu,E
no problem to buy it .,اسے خریدنے میں کوئی دشواری نہیں ہے۔,English,Urdu,E
mobile is dope .,موبائل ڈوپ ہے۔,English,Urdu,E
if you are confused between red mi note 5 pro 4gb varient and max pro m1 6gb varient .,اگر آپ ریڈ می نوٹ 5 پرو 4 جی بی ورژن اور میکس پرو ایم آئی 1 6 جی بی ورژن کے درمیان الجھن میں ہیں۔,English,Urdu,E
zenfone is a clean winner .,زینفون ایک صاف فاتح ہے۔,English,Urdu,E
"except the camera , every other aspect is better in zenfone than note 5 pro .",کیمرے کے علاوہ، ہر دوسرا پہلو زینفون میں نوٹ 5 پرو سے بہتر ہے۔,English,Urdu,E
excellent smart mobile with excellent performance and meet everyone expectation .,بہترین کارکردگی کے ساتھ بہترین سمارٹ موبائل اور سب کی توقعات کو پورا کرتاہے۔,English,Urdu,E
awesome phone with great specifications but screen is a bit yellowish,شاندار تصریحات کے ساتھ زبردست فون لیکن اسکرین قدرے زرد ہے,English,Urdu,E
"very nice device , i gifted this to my friend .",بہت اچھا آلہ، میں نے یہ اپنے دوست کو تحفے میں دیا ہے۔,English,Urdu,E
nice phone with amazing facilities .battery backup two days standing,حیرت انگیز سہولیات کے ساتھ اچھا فون۔ دو دن کا بیٹری بیک اپ,English,Urdu,E
this phone has the best battery and i love it,اس فون میں بہترین بیٹری ہے اور مجھے یہ پسند ہے,English,Urdu,E
it 's great in overall but u may think twice for 5000may,یہ مجموعی طور پر بہت اچھا ہے لیکن آپ 5000 میں لینے سے پہلے دو بار سوچیں,English,Urdu,E
thanks to asus for a beautiful device- like touching device .,ایسس کا شکریہ ایک خوبصورت ڈیوائس-جیسے ٹچنگ ڈیوائس ہے۔,English,Urdu,E
but it 's fingerprint sensor and double tap to wake up feature . very disappointing. also sometime charging issues .,لیکن اس میں فنگر پرنٹ سینسر اور ڈبل ٹیپ سے اسکرین آن کرنے کی خصوصیت نہیں ہے، جو کہ بہت مایوس کن ہے۔ اس کے علاوہ بعض اوقات چارجنگ کے مسائل بھی ہیں۔,English,Urdu,E
"overall the interface is good though it doesn 't have some call recording , applock , hide features .",مجموعی طور پر انٹرفیس اچھا ہے حالانکہ اس میں کچھ کال ریکارڈنگ، ایپلاک، ہائڈ فیچرز نہیں ہیں۔,English,Urdu,E
battery is good enough .,بیٹری کافی اچھی ہے۔,English,Urdu,E
standby draining is more .,اسٹینڈ بائی ڈرینیج زیادہ ہے۔,English,Urdu,E
sometimes ui forced closes not most of the time .,بعض اوقات یو آئی فورس کلوز ہو جاتا ہے، لیکن زیادہ وقت کےلیے نہیں ہوتاہے۔,English,Urdu,E
think ota updates will fix these .,سوچیں کہ اوٹا اپ ڈیٹس انہیں ٹھیک کر دیں گی۔,English,Urdu,E
expecting more updates from asus .,ایسس سے مزید اپڈیٹس کی توقع ہے۔,English,Urdu,E
front cam disturbance is more 16mp doesn 't justify picture quality .,فرنٹ کیمرہ میں خلل زیادہ ہے، 16 میگا پکسل پچچر کوالٹی کو جواز نہیں فراہم کرتا۔,English,Urdu,E
my device has a mic problem some times a weird sound comes out of the speaker .,میرے ڈیوائس میں مائیک کا مسئلہ ہے، کبھی کبھار اسپیکر سے عجیب سی آواز آتی ہے۔,English,Urdu,E
don 't know whether its software problem or speaker problem .,مجھے نہیں معلوم کہ یہ سافٹ ویئر کا مسئلہ ہے یا اسپیکر کا مسئلہ۔,English,Urdu,E
camera 9 / 10 ( except night mode front camera ),کیمرہ 9/10 (سوائے نائٹ موڈ فرنٹ کیمرے کے),English,Urdu,E
touch is butterly smooth .,ٹچ مکھن کی طرح ہموار ہوتا ہے۔,English,Urdu,E
grey colour looks gorgeous .,سرمئی رنگ خوبصورت لگتا ہے۔,English,Urdu,E
overall excellent phone in this budget .,اس بجٹ میں مجموعی طور پر بہترین فون۔,English,Urdu,E
we 'll each and every mobile has its pros and cons .,ہمیں ہر موبائل کی اپنی اچھی اور بری خصوصیات ہوتی ہیں۔,English,Urdu,E
this mobile is very much with a pros than any other mobile .,یہ موبائل کسی بھی دوسرے موبائل کے مقابلے میں بہت زیادہ فائدہ مند ہے۔,English,Urdu,E
